"","ESC_Rep1","ESC_Rep2","Epi_Rep1","Epi_Rep2","Meso_Rep2","OSC-D7_Rep1","OSC-D7_Rep2","OSC-D8_Rep1","OSC-D8_Rep2","OSC-D9_Rep1","OSC-D9_Rep2","OSC-D10_Rep1","OSC-D10_Rep2"
"Styxl1",0,0,0.1,0,0.25,0,0.13,0.37,0.4,0.82,0.08,0.65,0
"Mdh2",350.63,426.17,529.23,544.59,380.41,386.19,327.39,313.42,339.77,301.11,313.42,351.85,356.48
"H13",11.86,11.37,14.69,13.05,51.15,41.76,27.79,32.17,32.21,38.58,28.61,36.4,34.64
"Rnf145",32.23,35.64,39.44,34.1,52.5,97.73,71.84,74.45,77.61,91.81,69.59,95.78,79.71
"Scn1b",4.55,6.31,3.71,4.46,4.07,0.91,0.58,0.61,0.61,1.55,1.86,6.03,5.76
"Atp6v1e1",109.07,112.16,79.97,88.86,139.23,87.93,95.48,84.24,96.2,108.33,70.75,95.03,90.85
"Chtf18",47.45,78.32,59.13,40.46,14.58,17.88,15.73,13.09,15.08,14.92,14.85,14.66,19.65
"Lhx9",0,0,0,0.06,0.19,2.36,3.79,1.92,5.45,1.2,3.39,0.31,2.72
"Rps6kl1",13.64,16.99,8.95,9.73,1.63,0.11,0,0.28,0,0.68,0.35,1.78,0.81
"Ppp1r12c",24.33,28.7,28.19,20.71,41.67,37.19,29.76,28.95,35.89,38.5,31.53,36.82,39.64
"Ahr",1.78,3.46,2.43,3.08,0.27,0.37,0.48,0.58,0.4,0.73,0.81,1.29,0.74
"Map1s",40.25,49.26,65.87,45.13,24.69,50.59,22.48,28.05,21.9,32.81,24.92,46.47,39.15
"Dpep1",0.11,0,0.03,0,0,0.4,1.81,0.1,0.23,0.2,0.12,0.61,0.16
"Tmem129",2.75,6.55,7.64,4.77,7.76,16.21,14.65,16.27,13.86,15.45,17.78,23.4,26.24
"Nop9",46.01,55.8,67.94,66.06,34.42,31.59,27.1,25.01,24.76,28.96,23.62,33.2,26.7
"Hsd17b1",0.54,0.96,4.74,3.2,0.38,0,0.17,0,0,0.06,0,0,0
"Atp6v0a1",21.15,25.89,35.63,32.83,33.23,42.99,27.91,45.65,50.19,51.3,36.61,50.76,44.34
"Psmc3ip",49.55,38.29,67.39,51.98,29.25,48.58,42.09,48.94,43.88,53.55,34.1,37.57,32.66
"Grb7",8.33,5.24,36.93,24.57,4.44,0.89,0.72,0.49,0.65,2.46,1.34,10.05,4.08
"Noxo1",2.55,2,0.47,0.22,0.07,0.54,0.23,0.79,0.52,1.76,1.97,0.83,1.23
"Aoc3",0.57,0.2,0.56,0.45,0.11,0.02,0.03,0.02,0,0.1,0.28,0.44,0.7
"Zfp687",28.83,32.36,51.46,41.1,32.85,63.24,43.66,42.07,34.59,47.07,29.74,45.91,35.08
"Gdpd2",0.17,0.14,1.02,0.13,0,0.45,0.15,0.75,0.54,1.12,3.23,2.67,4.55
"D8Ertd738e",163.23,126.65,189.6,147.04,95.01,165.7,132.11,162.51,154.96,223.72,122.08,244.38,202.16
"Sec14l4",2.43,0.9,5.01,4.15,1.23,0.05,0.13,0.11,0,0.02,0.04,0.03,0
"Calm3",252.01,193.41,187.41,203.48,141.31,253.11,318.25,364.87,393.47,316.55,413.85,339.47,389.54
"Cops3",158.93,122.52,187.66,162.49,102.74,200.83,138.04,156.09,140.68,175.92,121.35,152.39,130.97
"Fkbp8",190.88,166.47,247.15,178.69,108.85,244.92,156.63,196.22,176.09,261.36,170.53,317.18,292.9
"Ffar3",1.74,4.45,0,0,0.35,0,0,0.09,0,0.06,0.25,0.4,0.15
"Ddx39b",247.97,291.4,361.34,355.94,203.9,400.61,312.41,251.09,290.96,299.77,231,294.98,341.49
"Gipc1",99.26,111.78,65.92,61.75,70.33,166.98,120.89,156.96,141.82,155.88,134.27,159.3,145.4
"Tlcd1",25.48,22.68,45.96,29.01,21.84,12.82,5.2,14.26,13.68,20.04,15.13,23.57,20.24
"Plscr3",12.03,13.05,17.85,13.89,27,126.98,83.49,106.49,97.47,118.04,104.45,152.6,156.66
"Ptger1",0.04,0.04,0,0,0.02,0.36,0.35,0.38,0.11,0.46,0.17,0.42,0.57
"Arhgef25",2.7,4.05,17.6,13.17,14.34,27.41,31.38,42.3,50.09,59.88,52.83,71.63,68.46
"Xab2",64.52,70.49,73.86,63.51,48.53,60.44,40.58,50.39,41.17,53.6,35.7,55.04,42.85
"Cdc37",242.96,196.43,258.89,278.25,303.14,278.63,317.78,244.06,314,253.39,246.71,245.51,269.49
"Rab4a",30.37,38.41,24.59,19.54,12.09,38.16,19.03,29.48,22.85,33.26,19.43,40.61,24.49
"Trip10",52.97,47.22,45.07,41.97,57.2,29.65,26.49,17.62,20.33,20.89,21.81,28.59,25.96
"Cd70",0,0,0,0,0.43,2.53,0.68,0.1,0,0,0,0,0.16
"Cops6",261.47,222.59,161.06,192.76,146.34,252.12,200.93,250.61,260.37,270.2,215.12,239.19,234.34
"Ubb",1750.9,1977.99,1693.93,1562.8,1106.12,2626.06,1946.86,2165.68,2290.11,2691.61,1975.92,2695.92,2533.44
"Ap4m1",10.27,13.87,4.89,3.54,6.19,29.68,18.04,18.95,17.66,27.23,16.62,22.08,25.8
"Gyg1",6.41,6.96,10.2,10.51,17,38.13,25.3,28.49,31.01,39.11,32.54,39.97,36.63
"Rcn3",12.66,10.3,28.35,21.82,29.43,189.63,186.6,186.57,256.35,260.01,302.52,348.15,388.59
"Slc6a8",46.27,115.77,16.93,23.28,19.23,11.18,9.81,9.61,12.57,13.59,11.11,21.35,19.79
"Arid3a",3.36,9.19,2.68,2.02,19.51,12.76,17.4,4.27,6.32,4.18,3.76,6.55,5.87
"Pdk4",1.72,2.49,0.36,1.02,0.33,0.35,0.75,0.75,0.09,1.11,0.92,1.31,1.06
"Ubxn6",28.11,35.73,22.91,31.01,34.98,54.85,42.93,53.9,58.48,65.44,49.95,54.15,55.06
"Mydgf",46.21,42.77,25.35,31.62,43.91,48.88,35.4,46.66,52.24,63.17,42.1,62.23,67.64
"Cyb561",22.43,23.88,19.85,15.3,6.9,3.2,1.73,1.44,1.3,3.18,2.35,6.61,3.46
"Sema6a",0.51,0.74,54.03,39.97,10.07,28.54,30.21,24.57,28.43,18,17.61,18.08,15.02
"Ccdc12",55.61,53.58,73.02,69.63,54.99,74.59,76.5,57.81,72.82,54.61,53.45,57.34,59.28
"Fmc1",36.68,52.99,43.81,43.49,20.73,36.65,31.09,33.47,37.69,26.23,29.43,43.72,46.75
"Akt3",7.07,7.63,11.95,11.68,12.75,36.64,39.07,50.3,52.56,46.26,45.85,30.56,27.91
"Mrpl24",106.14,84.87,127.33,116.2,72.65,67.52,56.31,82.93,68.42,87.52,59.55,69.26,64.32
"Gle1",21.72,21.54,28.55,31.81,24.34,35.56,33.12,32.72,38.61,37.86,35.45,40.4,40.75
"L3hypdh",3.91,7.27,6.32,4.11,5.05,4.57,3.19,2.32,3.96,6.1,6.7,10.48,10.87
"Lyst",3.42,5.05,1.25,0.95,13.14,2.85,3.58,7.2,6.13,6.32,5.05,5.78,3.65
"Slc35e1",24,31.54,35.56,27.88,20.28,29.25,21.86,32.15,25.61,39.36,29.29,47.01,37.19
"Calr3",0.8,1.46,1.24,0.95,1.55,2.12,1,2.15,0.96,2.4,2.23,1.88,1.52
"Tmc4",2.19,1.18,5.68,2.71,4.54,6.36,3.86,5.6,3.12,2.06,2.28,4.48,4.59
"Syne4",16.49,21.56,19.29,19.28,17.31,11.59,9.03,4.88,10.75,6.63,6.29,11.77,14.25
"Polr2i",138.64,124.86,150.87,127.83,58.96,121.11,82.9,84.62,80.99,104.18,88.56,120.42,135.05
"Prl8a1",0,0,0,0,0,0,0,0.04,0,0,0,0,0
"Krt10",1.64,1.79,2.97,1.98,3.58,2.97,8.05,10.33,13.88,6.83,7.1,8.29,7.08
"Iyd",0,0,0.08,0,0,0,0,0.23,0.16,0.55,0.1,0.38,0.56
"Rmnd1",12.91,14.63,15.4,15.08,14.39,21.57,8.15,14.9,16.43,25.77,17.6,25.77,23.51
"Ccdc170",2.89,2.19,1.3,0.63,1.28,0.23,0.09,0.24,0.1,0.36,0.49,0.35,0.11
"Esr1",0.11,0.1,0.09,0.04,0.13,0.11,0,0.35,0.29,1.12,2.32,0.91,1.71
"Vip",0,0,0,0,0.22,0,0,0.1,0,0.88,0.72,5.14,3.01
"Fbxo5",58.85,71.64,54.5,59.98,34.99,33.03,39.09,25.36,31.14,37.94,30.16,29.38,32.3
"Mtrf1l",6.94,5.58,4.22,3.66,7.31,7.1,14.14,10.51,10.89,9.99,10.67,8.25,9.56
"Rgs17",0.03,0,0.56,0.45,0.35,0.74,0.91,1.18,1.21,3.02,2.33,3.5,2.27
"Hdac2",186.41,155.28,106.31,122.54,114.3,230.26,234.51,262.78,300.75,279.92,213.03,202.01,188.91
"Frk",0.37,0.72,0.17,0.33,0.93,4.96,7.38,4.95,6.81,5.12,6.5,5.3,5.54
"Rwdd1",79.49,77.19,96.89,106.96,82.86,111.67,118.46,113.58,113.99,125.5,90.33,109.32,86.27
"Clvs2",0.67,0.5,0.8,1.09,0,43.18,22.4,17.87,14.73,17.17,6.69,12.81,10.85
"Trdn",0,0,0.04,0.06,0,1.21,0.16,0.43,0.25,0.52,0.15,0.18,0.32
"Hey2",0.06,0.21,0.16,0.22,5.76,3.91,2.92,1.09,0.98,0.97,1.99,0.49,1.18
"Stxbp5",0.71,2.11,3.44,2.38,13.04,3.3,6.33,3.3,4.53,4.14,4.31,5.04,4.17
"Hint3",7.59,11.38,7.57,13.87,10.73,6.68,8.07,13.74,15.86,16.68,17.38,13.25,12.6
"Trmt11",9.41,11.77,11.25,10.87,16.58,10.8,9.38,9.28,11.22,11.59,9.68,10.88,8.2
"Katna1",31.87,31.88,28.89,35.51,62.32,35.44,33.08,29.12,38.4,31.04,26.82,28.14,30.63
"Pcmt1",55.12,73.06,84.61,87.56,49.1,59.84,54.9,53.87,51.06,67.24,54.04,79.61,76.27
"Lrp11",17.16,40.49,26.21,28.59,9.09,3.25,2.38,4.2,2.86,5.61,2.86,11.56,6
"Mtres1",49.88,39.21,63.45,63.35,37.1,34.54,36.03,38.41,47.77,44.36,33.84,34.86,33.17
"Sec63",22.44,16.76,16.6,19.41,33.43,44.46,51.24,48.95,53.48,49.82,52.94,45.03,28.89
"Nr2e1",0,0,0.25,0.02,0,0,0,0,0,0,0,0,0
"Snx3",218.43,227,164.92,155.64,184.81,128.32,95.37,121.36,116.91,185.97,123.82,190.91,216.62
"Aig1",7.66,3.95,9.2,7.86,6.47,10.45,11.26,7.4,9.43,11.85,9.43,18.17,9.64
"Adat2",33.77,32.27,17.45,14.4,12.08,8.39,6.54,7.27,7.88,7.93,6.27,6.14,7.93
"Pex3",33.72,35.69,12.25,9.27,9.14,13.09,10.24,17.35,15.79,20.42,16.6,15.16,16.15
"Fuca2",10.84,17.22,14.67,14.47,32.51,11.45,16.15,7.96,14.85,13.13,16.12,15.91,16.94
"Cep57l1",20.71,15.37,13.46,11.66,8.8,11.24,12.33,14.93,16.91,16.6,13.1,12.94,12.28
"Ltv1",67.73,62.81,74.66,70.57,49.4,28.67,32.41,29.87,30.53,35.57,28.8,32.84,20.99
"Plagl1",20.77,44.21,1.61,1.05,13.53,150.33,159.22,99.94,227.41,248.37,287.85,464.12,556.26
"Cd164",104.96,160.22,133.38,125.87,140.12,170.29,126.52,142.97,140.26,199.87,162.19,174.91,157.38
"Utrn",26.91,38.24,21.36,24.45,25.87,22.04,20.58,22.28,20.44,19.07,18.8,19.91,14.13
"Smpd2",13.49,19.31,15.22,11.41,7.19,33.71,21.81,28.78,33.32,32.34,22.2,32.17,30
"Mical1",18.02,13.01,7.2,8.89,9.04,24.45,25.15,27.15,31.2,27.97,17.62,22.68,19.06
"Zbtb24",7.79,10.21,7.78,6.78,6.61,11.46,12.28,15.68,18.45,17.51,14.01,18.19,16.26
"Grm1",0,0,0,0.01,0,0,0,0.04,0.05,0.06,0.19,0.02,0
"Wasf1",14.81,23,32.72,27.38,26.1,58.55,43.01,36.1,48.55,53.41,47.72,58.21,69.04
"Rab32",0.22,0.53,0.95,1.49,0.19,1.67,2.61,1.79,3.38,3.06,4.22,4.85,6.07
"Slc22a16",0.34,0.37,0.03,0.02,0,0,0,0,0,0,0,0,0
"Gtf3c6",115.95,64.46,76.49,108.98,63.8,99.13,135.38,188.21,201.68,131.32,130.43,74.86,67.11
"Slc16a10",0.97,1.44,6.29,5.27,17.21,0.97,0.84,0.51,0.77,0.95,1.03,2.24,1.49
"Rev3l",6.72,7.62,6.83,5.13,7.6,11.9,17.33,20.17,23.6,22.04,22.12,24.95,25.61
"Traf3ip2",8.08,10.2,4.8,4.18,5.74,6.54,9.21,7.58,7.68,8.72,11.75,12.81,16.52
"Fyn",7.47,12.82,24.08,18.49,11.36,49.44,36.27,46.73,48.52,41.22,47.8,39.51,41.24
"Tube1",5.84,9.61,7.39,6.48,5.82,7.34,9.47,3.14,3.59,3.47,3.57,3.12,3.84
"Lama4",0.48,0.21,1.13,0.3,0.62,11.32,10.78,20.91,16.67,35.7,35.44,53.79,52.31
"Popdc3",2.15,1.92,1.27,0.8,2.01,0.32,0.53,0.08,0.16,0.16,0.05,0.12,0.37
"Prep",29.09,35.52,13.5,13.77,27.7,21.01,18.19,14.44,14.6,14.65,13,15.86,14.84
"Tnfaip3",0.28,0.16,0.27,0.67,6.78,0.66,1.03,1.11,0.72,1.56,0.66,1.43,1.13
"Perp",10.12,12.33,7.95,11.88,23.8,0.69,1.04,0.38,0.54,0.9,0.97,4.9,2.26
"Arfgef3",0.53,0.53,0.64,0.82,0.13,0.1,0.07,0.17,0.05,0.33,0.24,0.89,0.31
"Hebp2",1.57,1.15,1.95,2.6,12.07,6.07,7.93,6.5,8.7,7.24,5.51,8.12,8.84
"Reps1",30.49,38.56,51.31,41.51,43.28,47.49,32.52,37.53,37.48,56.54,35.12,53.88,50.14
"Fam184a",0.76,0.57,1.87,0.86,0.88,3.9,2.62,3.71,4.25,4.41,5,5.78,4.61
"Asf1a",70.45,65.8,76.8,83.86,61.73,74.67,83.04,79.57,93.4,81.72,68.85,66.91,55.72
"Gopc",7.45,9.78,9.08,8.77,14.06,16.99,16.14,19.03,19.34,19.87,18.34,18.89,17.46
"Qrsl1",17.78,17.13,19.65,18.48,9.23,11,7.4,9.26,9.86,10.74,5.88,9.34,8.52
"Rtn4ip1",12.37,10.72,15.13,13.06,4.02,8.06,6.84,8.55,8.89,8.62,5.39,8.83,7.17
"Nmbr",0,0.08,0,0.67,0.16,0.8,0.69,0,0.18,0,0.08,0.4,0.2
"Crybg1",0.12,0.1,0.54,0.56,2.44,0.2,0.23,0.08,0.08,0.26,0.14,0.81,0.21
"Vta1",85.75,99.32,76.77,61.01,62.33,72.94,62.19,70.48,72.46,75.27,40.51,64.5,70.01
"Smpdl3a",0.63,0.92,0.2,0.51,1.98,2.77,2.91,2.8,4.37,3.52,4.51,3.55,4.56
"Reep3",7.99,9.59,10.21,8.74,14.61,26.98,18.22,22.89,22.22,27.05,25.79,30.74,26.34
"Fabp7",0,0,0.08,0.57,2.25,1.81,1.44,3.06,1.73,1.6,2.31,0.81,1.33
"Pkib",0,0,0.71,0.07,0,0.47,0.47,0.63,0.14,1.34,0.49,2.13,0
"Serinc1",28.26,28.42,45.19,45.99,40.78,164.67,104.68,132.98,129.66,170.12,124.22,155.82,132.91
"Hsf2",34.06,29.36,23.86,26.31,21.8,39.97,28.98,27.76,28.82,29.8,21.41,26.16,22.37
"Rspo3",0.08,0.15,0.04,0.06,29.53,25.07,9.63,14.5,13.54,32.21,28.23,45.81,33.37
"Echdc1",5.55,7.3,4.56,4.1,16.55,24.61,22.33,24.02,28.73,24.01,17.69,22.29,18.01
"Mgat4c",0.21,0.03,0.02,0,0,0.94,0.11,1.47,0.46,1.44,0.35,2.3,0.33
"Ptprk",21.95,20.58,14.57,18.07,44.54,67.79,56.51,22.48,38.35,22.58,25.85,19.82,23.99
"Nts",0,0,0,0,0.14,0,0.12,0.37,2.46,1.59,0.96,1.4,1.12
"Dcbld1",16.06,24.72,7.92,8.49,8.81,12.37,10.62,8.34,8.82,10.83,8.18,12.23,8.59
"Lrriq1",0.04,0.08,0.92,0.94,0.31,0.96,0.18,0.45,0.16,1.17,0.08,0.14,0.07
"Ros1",0,0,0,0,0,0.02,0,0,0,0.04,0.01,0.04,0
"Slc6a15",4.9,3.47,8.55,8.49,0.69,1.68,0.48,1.22,0.84,1.96,2.13,3.49,2.69
"Ccdc59",22.99,22.43,31.64,30.77,27,28.15,22.63,29.56,30.86,31.79,29.63,27.57,27.4
"Lama2",0.07,0.04,0.25,0.23,0.13,9.48,7.95,5.63,8.77,4.11,5.47,3.64,4.34
"Rfx6",0,0,0.68,0.37,0,0.2,0.04,0.26,0.05,0.32,0.4,0.37,0.48
"Gprc6a",0,0,0.03,0,0,0.1,0,0.09,0,0.23,0.03,0.09,0
"Lin7a",0,0,0.08,0,0.14,1.59,0.25,1.41,0.4,2.06,0.71,1.61,1.33
"Ppp1r12a",26.08,40.45,44.36,42.84,47.71,75.24,58.29,80.73,75.61,85.3,68.56,76.23,50.07
"Fam162b",0.41,0,0.96,1.67,0,4.55,7.46,0,2.44,0.52,1.32,1.05,2.81
"Sim1",0.03,0.02,0.05,0.01,0.05,0,0.01,0.06,0.01,0.08,0.06,0.12,0.11
"P4ha1",29.95,33.13,18.29,18.38,34.41,16.47,25.1,17.64,21.73,27.88,25.14,29.12,30.16
"Septin10",8.36,12.29,14.27,12.31,44.33,51.07,56.45,53.82,52.49,47.45,47.22,37.86,34.32
"Lims1",13.46,26.31,25.45,27.39,22.44,29.64,29.69,30.69,32.15,48.92,37.03,47.5,51
"Zwint",143.22,163.01,120.89,127.52,215.17,205.97,200.52,218.72,242.5,268.27,219.6,233.86,214.47
"Ube2d1",19.63,23.94,31.18,28.87,47.35,80.74,63.24,68.02,69.09,73.82,55.83,67.37,62.19
"Dcn",0.53,0.08,7.04,9.47,0.19,17.33,7.58,89.78,58.96,378.13,352.32,757.14,590.65
"Kera",0,0,0,0,0,0,0.03,0.13,0.28,0.51,1.26,1.35,2.66
"Mrln",0,0,0,0,0,0,0,0,0,0,0.97,1.22,1.58
"Slc17a8",0,0,0,0,0,0,0.02,0,0,0.07,0,0.39,0.13
"Epyc",0,0,0,0,0,0,0.13,0.33,0.5,1.62,3.18,6.54,3.35
"Cdk1",298.45,309.65,273.76,328.88,179.8,180.41,284.12,190.78,261.49,190.1,212.4,182.16,218.72
"Atp2b1",29.26,40.09,29.6,27.99,50.88,107.65,97.49,91.88,92.65,94.9,96.34,85.18,76.55
"Rhobtb1",0.36,0.53,1.37,1,0.81,12.47,17.41,24.26,30.28,37.84,31.01,40.04,37.09
"Cabcoco1",0,0,0,0,0,0.33,0.39,0.23,0.61,0.9,0.28,0.41,1.97
"Arid5b",26.03,56.62,3.95,4.61,14.13,25.13,16.45,33.47,28.67,34.45,27.78,32.3,25.45
"Actr6",14.61,14.44,20.19,21.71,19.37,13.71,13.9,17.5,22.24,19.93,13.11,15.77,14.04
"Bltp3b",7.28,7.78,12.33,12.7,28.21,18.89,13.06,12.29,15.28,13.49,13.23,14.77,12.55
"Poc1b",11.46,11.98,8.98,8.76,12.33,32.07,21.82,22.73,18.71,29.32,18.87,21.15,29.35
"Dusp6",2.86,5.19,119.02,112.55,73.8,32.15,27.27,17.38,17.53,18.4,20.28,15.89,20.15
"Tmpo",72,110.26,119.52,125.23,134.48,254.34,236.81,195.43,232.9,232.92,199.19,210.21,205.06
"Kitl",3.41,5.74,1.82,1.86,4.31,8.63,15.99,8.29,10.41,8.83,11.58,9.79,12.06
"Psen1",30.55,30.51,41.64,35.69,47.71,59.8,58.25,68.43,70.04,69.72,65.29,68.04,69.24
"Sgk1",133.21,198.91,96.98,104.1,25.58,3.19,5.44,5.16,10.7,9.01,17.92,21.87,30.29
"Cep290",4.27,2.74,4.45,3.53,6.4,2.07,3.61,3.79,4.3,3.61,3.49,2.82,2.83
"Ikbip",8.06,9.33,4.72,6.63,13.64,23.33,24.42,35.89,38.95,49.19,46.67,42.61,42.46
"Hbs1l",46.09,48.65,79.96,87.12,66.24,61.35,49.77,47.3,64.25,57.62,43.27,52.42,47.52
"Epb41l2",39.72,44.71,46.05,50.13,136.1,44.73,45.4,49.84,73.87,57.26,79.67,45.43,54.38
"Apaf1",16.59,17.93,15.29,18.34,16.15,24.68,22.82,22.88,22.67,27.54,23.93,30.12,27.51
"Myb",2.2,1.5,29.75,27.98,0.07,1.48,1.18,0.63,0.74,0.39,0.67,0.88,0.88
"Med23",11.02,13.64,15.03,13.64,12.67,29.71,24.45,24.4,23.48,27.15,20.56,28.95,24.95
"Ahi1",1.24,2.17,5.41,5.29,4.14,8.61,6.43,7.95,8.62,10,7.02,11.46,8.19
"Arg1",0,0.05,0,0,0.06,9.08,7.65,0.88,1.79,1.07,0.37,0.23,0.51
"Nedd1",10.44,13.24,14.68,15.16,16.55,25.89,24.02,21.51,22.52,23.4,19.33,19.97,18.72
"Enpp3",4.3,2.27,81.54,95.7,0.05,7.71,3.57,12.35,5.87,13.47,6.87,11.84,11.84
"Pde7b",0,0,0,0,0.1,0.87,1.32,1.63,2.49,1.28,1.32,1.96,1.84
"Mtfr2",10.65,11.63,8.79,10.18,4.81,6.13,5.95,6.35,7.32,7.85,6.5,6.94,6.76
"Map7",41.09,51.48,11.35,11.96,2.7,2.36,2.05,0.57,0.79,3.35,0.84,2.8,1.33
"Ccn2",25.38,47.19,9.12,12.06,3.96,4.56,0.81,1.07,0.89,3.33,3.09,13.98,7.78
"Stx7",18.98,25.52,34.24,37.6,26.12,62.04,61.27,73.61,53.89,82.78,54.63,85.21,87.33
"Moxd1",0.07,0.46,2.57,1.96,0.42,1.21,1.43,6.93,4.65,20.26,14,22.18,16.21
"Pex7",35.02,29.32,30.16,30.1,15.31,10.85,13.9,11.87,12.53,13.16,8.55,11.61,6.24
"Il20ra",0.11,0.07,0.54,0.72,0.08,0,0,0,0,0,0.06,0,0
"Ifngr1",3.18,3.93,6.03,5.35,9.81,14.28,14.8,14.75,15.3,16.2,13.43,17.16,16.23
"Vnn3",0,0,0,0,0,0,0,0,0,0.08,0,0,0
"Cfap54",0.39,0.44,0.05,0.06,0.12,0.45,0.4,0.29,0.19,0.28,0.33,0.11,0.38
"Cdk17",7.67,10.87,19.61,17.57,9.03,21.97,14.88,13.79,17.67,19.81,14.98,16.17,17.04
"Hal",4.12,4.68,0,0,0.11,0.3,0,0,0,0.58,0.09,0.06,0.75
"Snrpf",95,115.92,149.2,148.62,136.68,106.75,164.24,138.83,145.09,70.48,98.53,93.21,105.66
"Ntn4",0.06,0.07,0.36,0.08,0,1.37,1.36,0.84,0.25,0.63,0.27,1.33,0.49
"Usp44",2.98,3.43,21.23,15.45,1.09,0.33,0.36,0.12,0.13,0.12,0.1,0.61,0.1
"Fgd6",2.66,2.67,1.49,1.1,8.25,1.27,1.49,0.99,2.41,1.59,2.2,1.87,2.13
"Ndufa12",205.73,175.2,175.78,187.22,270.68,277.39,283.61,349.16,316.34,236.58,243.04,226.44,253.85
"Tmcc3",0.77,1.46,9.23,8.15,0.89,10.12,8.8,10.17,9.27,11.96,8.48,11.43,15.62
"Cep83",9.33,9.23,12.27,9.51,18.55,10.78,13.66,11.93,15.65,12.88,12.98,12.87,10.99
"Socs2",49.36,55.62,37.47,31.05,5.62,4.23,5.01,3.35,10.4,9.46,13.45,20.03,23.11
"Nudt4",54.43,64.17,39.6,44.18,176.53,57.78,49.54,36.66,43.67,53.08,48.25,60.56,54.35
"Nuak1",1.05,2.04,1.14,0.99,9.18,11.28,11.32,17.76,18.85,25.45,21.6,27.84,20.62
"Tcp11l2",0.67,1.48,0.22,0.55,0.27,2.73,2.46,7.49,6.05,10.74,6.58,8.9,8.97
"Rfx4",0.05,0.19,0.13,0.11,0.48,0,0.07,0.04,0,0.05,0.02,0.26,0.07
"Cry1",14.36,18.7,24.24,26.42,15.38,22.05,16.42,14.64,19.08,18.78,18.24,15.76,18.03
"Abtb3",10.9,16.89,5.99,9.53,0.3,4.58,2.82,3.04,3.49,3.28,2.85,3.51,2.98
"Timp3",0.29,0.75,4.69,5.03,3.43,9.11,14.5,19.47,27.85,27.92,41.79,34.76,40.13
"Hsp90b1",293.31,305.33,288.67,340.32,261.85,323.46,345.66,361.6,485.38,490.83,447.63,385.48,374.72
"Pah",0,0,0.08,0,0.45,0.28,0,0.03,0,0.17,0,0.39,0.18
"Ascl1",0.06,0.28,0.19,0.4,2.2,10.05,1.34,2.52,0.8,3.45,1.26,4.33,2.44
"Igf1",0.33,0.04,0.13,0.01,0.33,19.53,34.18,96.65,123.08,173.88,195.43,185.78,198.61
"Washc3",25.37,24.78,28.09,25.08,45.05,31.79,26.43,42.03,34.57,42.55,30.58,36.82,37.5
"Dram1",0.25,0.5,0.21,0.21,0.53,0.2,0.21,0.13,0.34,0.44,0.54,1.9,1
"Sycp3",2.1,3.24,8.96,7.3,2.65,0,0,0,0.12,0.2,0.12,0.23,0.34
"Mybpc1",1.63,0.4,0,0.1,1.08,0.15,0.1,0,0.03,0.02,0.29,0.11,0.6
"Slc5a8",0,0,0.04,0.01,0.18,0.04,0.07,0.03,0.06,0.2,0.04,0.6,0.09
"Sirt1",34.55,41.13,19.97,26.2,16.96,21.12,13.42,17.25,16.53,19.32,15.93,15.93,13.35
"Herc4",43.86,58.85,41.92,44.14,30.14,22.12,18.25,17.66,18.33,24.87,18.75,23.75,21.03
"Mypn",3.51,6.09,0.52,0.38,0.05,0.04,0,0.04,0,0,0.04,0.09,0.07
"Hnrnph3",34,23.81,51.16,52.31,34.62,72.15,82.43,92.33,110,71.54,72.27,49.95,55.96
"Rufy2",3.95,5.35,5.51,3.13,6.31,7.99,6.83,8.85,7.81,10.86,8.94,10.53,8.06
"Pbld2",0.87,0.3,0.74,0.19,0.11,0.88,0.17,0.93,0.37,1.64,1.3,0.7,0.99
"Ccar1",30.54,37.81,52.16,41.06,44.76,65.41,56.11,57.16,71.22,61.66,51.66,58.71,48.69
"Ddx21",92.67,118.3,183.89,202.65,113.06,54.13,50.41,36.78,43.36,41.8,36.52,42.18,32.62
"Ddx50",34,25.79,19.82,21.6,57.92,59.08,74.76,79.69,93.74,79.95,82.5,72.16,66.84
"Srgn",7.1,6.17,0.21,0.33,0.28,0.63,0.13,0.24,1.03,0,0.54,0.69,0.42
"Vps26a",65.3,65.39,39.19,47.55,51.78,47.12,45.22,61.31,61.23,70.64,52.67,58.18,54.1
"Supv3l1",41.39,36.91,46.63,41.61,38.99,22.81,21.59,19.25,22.92,23.25,21.63,20.2,20.92
"Hkdc1",0.02,0.02,0,0.06,0,0.11,0.04,0.27,0,0.41,0.26,0.49,0.47
"Tacr2",0,0.03,0.13,0.26,0,0.03,0.1,0.03,0,0.06,0,0.33,0
"Fam241b",3.96,4.55,10.67,9.09,2.95,2.22,2.09,1.31,3.2,2.23,1.81,3.67,2.87
"Aifm2",7.24,9.69,4.71,2.8,1.58,13.98,12.31,15.64,13.62,14.89,17.3,16.1,20.34
"Macroh2a2",9.03,14.81,10.77,13.93,23.04,161.43,190.09,169.45,207.23,151.9,154.32,132.48,142.44
"Tysnd1",22.02,27.12,21.16,18.45,18.94,29.44,21.07,22.18,26.38,26.19,25.44,30.65,34.22
"Sar1a",108.84,101.09,89.03,86,79.58,132.82,133.07,141.8,162.09,175.61,176.14,193.07,196.83
"Ppa1",187.46,180.28,256.86,292.18,155.04,70.74,57.84,41.96,57.93,55.93,49.12,67.39,59.73
"Npffr1",0.07,0.02,0.05,0.03,0,0.04,0.08,0.02,0,0.04,0.08,0.07,0.07
