"","ESC_Rep1","ESC_Rep2","Epi_Rep1","Epi_Rep2","Meso_Rep2","OSC-D7_Rep1","OSC-D7_Rep2","OSC-D8_Rep1","OSC-D8_Rep2","OSC-D9_Rep1","OSC-D9_Rep2","OSC-D10_Rep1","OSC-D10_Rep2"
"Eif4ebp2",77.83,155.64,200.26,179.74,143.05,124.53,91.37,63.28,66.19,74.39,54.88,83.82,73.31
"Pald1",28.31,41.51,19.94,20.63,41.31,13.02,18.35,7.83,12.18,10.11,11.28,10.27,12.16
"Tbata",0,0,0,0,0.35,0,0,0,0,0,0,0,0
"Sgpl1",30.16,54.69,24.66,28.46,120.88,65.61,55.72,70.6,71.56,70.47,71.88,62.75,72.66
"Pcbd1",2.58,3.74,9.08,10.61,1.72,14.29,6.61,8.97,11.67,13.4,7.94,24.54,12.78
"Unc5b",6.92,8.88,29.02,20.81,83.68,21.12,31.8,15.82,22.96,14.28,11.88,14.2,17.1
"Slc29a3",4.95,6.92,3.96,3.64,7.12,11.41,8.73,13.69,12.04,15.37,11.87,17.43,14.89
"Vsir",0.02,0.03,0.79,0.56,0.13,2.74,2.73,1.21,2.38,2.44,1.51,3.63,2.58
"Slc16a7",0.04,0.03,1.43,0.8,0,5.38,3.53,3.65,3.21,9.67,3.83,10.2,7.47
"Lrig3",8.6,12.92,18.65,18.4,11.61,20.01,17.96,14.76,18.09,16.19,17.51,18.51,18.89
"Anapc16",39.16,36.7,49.08,43.38,41.41,50.57,43.05,50.82,52.7,59.09,51.1,61.62,71.5
"Ddit4",27.01,42.05,219.78,222.69,146.17,26.95,36.21,44.95,46.25,35.96,29.1,38.71,33.94
"Dnajb12",19.02,29.92,29.19,27.57,36.5,44.84,29.5,28.73,32.04,26.64,23.55,33.88,29.38
"Micu1",9.78,13.42,6.65,7.23,12.05,56.27,40.48,48.99,51.64,57.41,59.14,60.32,67.45
"Cand1",79.12,104.74,86.73,101.83,69.39,131.83,116.09,90.99,96.72,120.48,90.46,127.75,96.72
"Tbk1",9.15,9.92,16.93,15.71,19.14,14.99,13.82,17.37,15.8,19.82,14.62,17.32,18.83
"Pno1",139.9,124.47,158.86,162.46,118.87,75.09,58.37,65.35,62.64,74.93,47.22,62.49,54.61
"Plek",0,0,0.01,0.01,0.08,0.98,0.8,0.66,1.46,1.06,1.06,0.79,1.77
"Srgap1",2.47,3.05,1.74,1.4,4.88,8.46,8.39,10.21,12.72,15.71,14.09,15.5,17.44
"Egfr",0.79,2.56,3.28,1.63,0.59,5.53,3.08,20.58,17.61,30.68,26.68,37.15,29.77
"Avpr1a",0,0,0.13,0.1,0.49,0.76,0.19,0.91,0.9,1.73,0.87,1.36,1.22
"Usp15",37.62,45.4,76.82,81.31,86.71,40.11,35.71,41.5,43.8,48.03,38.95,43.37,36.75
"Vps54",29.92,25.33,16.14,16.2,27.79,39.11,28.91,29.65,24.24,33.73,23.5,26.12,20.36
"Tbc1d15",64.81,89.99,68.88,84.21,68.6,73.27,67.81,75.14,86.67,87.75,77.74,64.36,54.76
"Pcsk4",0.21,0.09,1.89,1.48,0.38,0.37,0.49,0.2,0.22,0.31,0.22,0.53,0.75
"Rab21",14.03,18.34,21.21,25.07,14.94,29.51,19.85,18.76,19.9,24.24,23.87,21.28,21.89
"2310011J03Rik",23.86,30.14,26.78,29.76,15.31,26.92,24.47,27.57,30.76,31.19,30.07,39.8,39.73
"Peli1",18.24,19.31,15.81,14.18,16.95,54.33,40.84,36.55,34.74,37.04,26.87,29.58,25.61
"Apc2",0.02,0.05,0.88,0.84,0.03,3.45,1.3,5.63,2.98,7.25,5.1,12.48,7.68
"Thap2",0.78,0.69,2.49,2.77,6.06,8.64,9.62,9.29,9.46,8.63,7.81,7.57,7.56
"Lgr5",0.03,0,0.37,0.17,1,0.31,0.19,0.06,0.04,0.31,0.4,0.38,0.63
"Slc1a4",23.2,38.68,69.52,55.28,84.06,30.03,16.28,11.34,9.98,14.72,11.46,20.27,17.5
"Dock2",0.34,0.16,0.92,0.36,0.02,0.19,0.01,0.27,0.08,0.02,0.07,0.12,0.17
"Rab1a",214.02,212.93,210.91,215.55,109.68,205.19,113.93,153.46,145.97,208.29,153.9,206.62,195.1
"Gamt",5.08,6.55,4.17,2.32,1.42,21.89,11.19,28.61,21.67,30.92,25.99,42.73,49.85
"Ptprr",0,0.16,0.08,0.23,0.03,0.19,0.07,0.41,0.3,0.82,0.46,1.47,0.43
"Actr2",147.52,158.01,137.62,153.82,94.96,131.21,99.59,131.93,119.87,152.49,123.92,138,110.09
"Ndufs7",120.89,132.91,155.77,126.76,60.36,106.29,68.89,75.16,81.51,106.08,76.49,134.4,140.3
"Ptprb",0.01,0,0,0.01,1.47,0.13,1.2,0.88,1.76,0.87,1.16,0.79,1.05
"Kcnmb1",0,0.06,0.29,0.35,0.17,0.09,0.19,0.26,0.32,0.34,0.23,0.7,0.54
"Pwwp3a",31.17,38.78,51.28,38.56,51.91,37.6,29.03,28.86,27.23,33.59,28.71,30.73,37.41
"Gabrp",0.19,0.14,0.13,0.08,0,0,0,0,0,0,0,0.02,0.07
"Meis1",1.7,1.41,0.48,0.28,0.41,288.65,187.75,292.16,238.73,350.18,232.76,282.73,235.34
"Uqcr11",315.77,380.5,472.2,392.36,275.02,294.92,281.99,286.46,322.58,306.24,284.2,412.22,466.26
"Kcnmb4os1",0,0,0,0,0,0.1,0,0,0.14,0,0,0,0
"Cnot2",45.03,61.99,59.58,53.68,73.79,97.93,87.9,90.24,96.98,97.64,83.93,85.26,63.4
"Tcf3",70.23,98.66,107.02,83.57,92.75,232.38,190.87,139.8,177.83,162.22,142.34,177.79,194.76
"Frs2",7.66,12.72,9.38,11.52,16.22,32.26,27.11,29.88,31.01,33.3,24.38,25.94,26.17
"Yeats4",65.47,61.24,77.73,81.95,104.11,93.29,115.22,67.86,106.18,55.92,69.69,55.67,71.62
"Cobl",47.27,69.23,3.69,3,1.44,3.16,4.79,13.6,16.26,44.37,26.73,59.86,31.16
"Rab36",0.13,0.09,1.34,1,1.26,11.82,9.37,11.74,12.38,10.49,8.28,9.91,11.4
"Grb10",6.94,17.35,103.26,49.78,63.42,3.46,28.8,4.8,23.75,7.77,21.03,12.9,20.76
"Adora2a",0.53,0.03,0.38,0.18,0.19,0.72,2.3,0.9,1.64,1.14,2,0.99,2.46
"Snrpd3",173,168.87,273.81,315.13,320.43,187.2,300.29,271.76,338.2,183.76,239.79,154.15,165.2
"Nav3",0,0.04,0.06,0.02,0.13,1.81,0.53,4.75,2.39,5.42,3.13,5.29,3.28
"Ddc",37.57,27.29,10.28,9.42,0.91,22.23,26.21,63,62.76,106.85,66.5,106.69,62.78
"Cpm",0.89,0.46,3.7,3.34,15.33,14.33,39.78,4.74,10.84,8.39,5.91,19.88,12.81
"Mdm2",45,78.24,69.67,80.17,69.55,43.97,34.47,29.39,36.17,31.02,25.16,30.45,23.99
"E2f7",6.01,7.52,13.02,11.73,12.06,13.34,13.81,8.39,8.19,10.31,10.18,10.39,9.03
"Csrp2",307.55,248.98,127.44,130.89,68.11,217.63,238,158.25,187.11,195.29,150.59,238,224.28
"Osbpl8",2.1,4.77,5.29,5.11,8.58,5.99,6.29,9.48,8.02,11.16,9.3,9.14,6.46
"Mknk2",30.33,47.58,40.74,34.09,71.63,93.59,70.81,56.92,66.99,83.49,64.52,87.57,109.02
"Spmip7",0,1.17,0.26,0.22,0.71,2.27,1.52,2.23,5.16,1.85,3.3,2.3,3.21
"Zpbp",0,0.11,0.04,0.08,0.13,0.18,0.14,0.49,0.48,0.94,0.92,0.97,0.73
"Cabin1",9.07,17.97,22.76,15.57,14.31,24.58,15.97,26.4,25.4,31.35,26.94,33.08,32.59
"Ap3d1",34.82,53.43,35.86,30.2,56.18,72.55,46.12,57.67,56.17,80.83,58.1,89.16,77.56
"Phlda1",2.07,3.38,3.08,3.58,129.01,53.15,16.82,17.59,13.3,22.13,16.39,40.19,30.04
"Sf3a2",124.48,167.51,155.46,130.92,133.99,153.7,123.6,88.64,113.72,96.59,85.3,102.09,103.99
"Mdm1",8.52,11.02,10.19,7.89,14.94,20.01,19.95,17.95,18.19,18.65,13.48,16.12,13.32
"Jsrp1",0.17,0,0.23,0.39,0.09,4.39,1.26,1.19,2.25,1.97,1.2,0.86,0.68
"Wif1",0.13,0.42,0.38,0.19,0.26,0.07,0.21,0.07,0.05,0.21,0.18,0.41,0.25
"Timm13",268.47,237.82,255.7,275.24,115.13,163.06,123.74,110.65,115.03,123.36,136.09,164.5,208.42
"Vps13d",8.27,8.3,4.75,8.39,8.17,13.13,12.62,17.7,15.46,17.39,23.7,17.53,17.42
"Llph",86.19,60.06,74.18,75.61,59.35,37.05,30.13,38.59,38.89,41.49,26.51,32.4,29.56
"Tmbim4",55.26,51,45.38,50.29,33.75,45.67,23.9,29.56,26.46,39,24.43,37.2,35.88
"Slc5a4b",1.43,1.17,5.2,7.29,0,0.07,0.02,0.02,0,0.07,0.02,0.08,0
"Irak3",8.28,8.84,0.39,0.46,0.37,0.54,0.39,0.41,0.47,0.28,0.3,0.52,0.54
"Helb",19.45,24.21,14.82,16.84,5.84,3.82,3.69,4.23,6.48,5.33,5.63,7.44,7.56
"Slc5a4a",0,0,0,0.03,0,0,0.04,0,0,0,0,0,0
"Prmt2",1.39,2.05,9.44,9.51,8.28,34.11,30.75,38.26,37.52,44.6,32.29,44.34,47.79
"Dip2a",2.07,4.02,4.46,2.87,5.49,11.06,8.67,11.86,11.29,17.18,15.15,25.91,24.49
"Hmg20b",56.69,79.29,40.66,35.19,51.67,111.93,80.65,72.85,66.28,84.33,61.51,100.59,105.31
"Tektip1",0.26,0.56,0,0,0.14,0.27,0,0.17,0,0.12,0.12,0,0
"Fzr1",56.27,94.53,60.8,53.51,26.53,82.64,62.61,60.81,66.47,65.04,57,87.83,84.7
"Ncln",58.69,85.17,71.07,65.65,49.66,62.98,43.74,43.36,46.17,60.04,58.54,85.37,97.31
"Col6a2",0.5,0.12,0.33,0.26,0.65,6.48,12.59,58.71,104.63,220.02,361.7,539.78,613.54
"Hcfc2",4.41,6.75,1.58,2.69,1.4,16.48,15.11,23.11,18.34,32.22,28.32,28.53,22.4
"Nfyb",43.64,53.4,59.15,70.72,43.36,52.5,52.82,47.98,53.65,43.91,50.55,40.92,43.91
"Txnrd1",142.52,324.55,469.06,532.3,159.08,111.31,115.38,76.39,86.16,76.24,80.08,85.16,76.44
"Glt8d2",0.04,0,0,0.19,0.04,0.3,0.86,0.58,1.07,1.36,2.06,2.1,4
"Ppm1m",19.59,21.81,24.59,27.11,21.03,32.22,28.6,17.99,25.44,25.19,24.23,28.53,34.33
"Nopchap1",0.75,0.77,0.92,1.07,1.94,1.2,1.12,0.81,1.01,0.91,0.93,0.87,0.99
"Aldh1l2",0.11,0.62,2.79,1.15,0.73,2.58,2.71,2.57,0.99,1.91,1.59,1.77,2.13
"Wdr82",61.08,91.7,57.97,62.94,40.31,90.88,80.79,96.77,102.66,118.61,101.33,111.3,109.31
"Glyctk",2.01,1.52,1.76,1.47,0.64,0.98,1.32,1.6,0.9,2.07,0.96,2.58,1.83
"Pofut2",10.3,17.6,23.57,23.67,31.62,51.13,45.84,57.54,70.35,80.99,73.37,99.48,104.52
"Slc36a1",8.03,9.83,6.34,3.21,3.98,12.98,5,10.13,7.11,14.85,9.85,18.71,14.35
"Adarb1",1.75,3.17,4.6,4.5,1.19,2.89,2.23,1.65,2.36,2.8,2.89,2.91,2.54
"Appl2",4.86,4.6,7.64,3.27,9.63,11.91,14.41,16.88,20.86,16.02,19.48,16.79,18.59
"Slc36a2",0.04,0.4,0.05,0.12,0,0.06,0.09,0,0,0,0,0.07,0.05
"Sumo3",148.33,157.1,239.97,256.58,166.06,332.1,334.28,259.23,375.07,293.03,320.96,273.3,375.84
"Hint1",891.42,564.64,669.12,684.06,407.33,621.03,549.16,586.75,504.75,632.08,514.33,573.25,597.32
"Lyrm7",4.89,4.58,6.1,6.5,7.94,6.11,2.52,11.05,9.31,9.4,7.3,10.75,8.66
"Fbxw11",39.34,58.48,62.97,50.39,55.67,131.48,76.39,101.01,89.34,111.04,76.43,109.94,88.73
"Stk10",4.95,5.8,9.28,5.5,2.51,2.31,1.63,2,3.04,3.38,3.45,4.54,4.02
"Papolg",17.99,17.68,11.27,10.01,9.1,18.06,13,18.47,17.38,20.83,13.22,15.83,13.63
"Rel",1.43,2.18,0.49,0.26,4.5,0.54,0.77,1.27,0.87,1.32,1.31,1.76,1.27
"Pfkl",55.54,66.02,150.05,114.15,110.67,36.67,55.58,27.44,54.9,38.41,36.42,51.14,49.9
"Il9r",0,0,0.2,0.11,1.41,0,0,0,0,0.05,0,0,0
"Pus10",33.55,27.01,23.63,23.22,84.09,35.38,60.5,53.11,54.44,44.62,40.64,31.91,22.93
"Rhbdf1",4.54,6.9,14.25,7.28,36.5,10.98,11.03,11.02,11.12,17.74,14.22,23.78,22.75
"Pex13",41.97,47.49,22.89,21.83,31.94,37.86,29.01,43.76,42.74,48.98,41.59,49.2,29.68
"Cfap410",5.94,6.24,7.66,4.11,7.83,20.13,17.04,18.31,18.04,24.55,16.51,25.85,33.12
"1700093K21Rik",0,0,0,0.09,0.26,0,0,0,0,0.08,0,0,0
"Mpg",22.42,17.93,41.05,29.83,43.28,24.48,18.99,25.86,22.85,30.68,24.46,34.59,33.36
"Ahsa2",38.75,43.66,52.09,30.05,46.68,71.78,75.46,107.9,100.88,92.86,91.47,80.09,79.09
"Nprl3",12.47,12.69,19.6,12.61,18.77,37.25,13.75,34.51,22.01,37.11,20.57,29.94,28.83
"Xpo1",151.75,146.15,168.91,186.84,133.47,127.59,94.59,106.29,104.55,136.2,112.68,116.45,87.43
"Hbq1a",0,0,0.64,0,0.3,0.15,0,0,0,0,0,0,0
"Nsg2",1.05,1.35,7.75,12.41,0.07,4.79,2.87,7.98,4.56,20.37,10.49,29.43,13.85
"4930524B15Rik",0.27,0.28,0.76,0.79,0,0.08,0.11,0.26,0.11,0.15,0,0.17,0.12
"Cpeb4",2.96,7.53,4.44,4.01,4.59,9,5.63,11.23,7.99,13.7,7.91,15.45,7.57
"Stc2",8.07,9.07,26.2,22.43,11.3,0.66,0.85,0.26,0.34,0.36,1.74,0.8,1.12
"Asb3",13.22,13.59,9.9,9,7.57,27.07,18.91,26.27,25.15,31.44,21.98,31.21,22.75
"Cdc34",424.2,447.36,528.74,497.71,323.86,158.67,151.92,115.74,97.53,95.04,81.21,102.23,106.06
"Tpgs1",50.4,40.35,27.7,29.08,39.11,42.47,34.26,38.58,49.2,35.13,37.65,54.8,59.21
"Chac2",2.86,2.51,4.71,4.23,8.9,4.15,2.98,9.35,5.01,9.63,7.33,10.84,8.22
"Madcam1",1.08,0.83,0.82,0.41,0.24,0.34,1.44,0.37,2.01,0.5,1.16,0.66,0.35
"Erlec1",14.77,15.47,22,14.47,31.17,49.16,34.47,72.04,58.04,83.31,69.44,77.49,68.25
"Shc2",0.84,1.55,4.34,3.88,14.81,16.82,15.78,16.15,18.89,21.52,20.07,25.07,27.15
"Sptbn1",68.29,74.78,42.98,44.55,55.24,138.08,114.62,111.58,119.83,124.02,136.51,142.44,132.17
"Wdpcp",0.9,1.27,1.81,0.83,2.72,11.08,4.56,12.8,10.68,13.65,10.18,11.32,5.85
"Mdh1",257.16,227.01,205.77,151.29,158.35,315.33,196.47,329.72,269.15,416.05,246.71,388.67,302.42
"Prss57",0,0.05,0,0,0.23,0.19,0,0,0,0,0.02,0.21,0
"Fstl3",0.36,0.14,2.79,2.68,0.6,0.26,0.65,0.27,0.49,0.83,1.34,2.96,2.32
"Ccng1",99.22,106.31,147.29,148.93,140.08,100.91,77.18,74.11,43.75,91.15,56.43,113.42,67.23
"Fgf22",0.59,0.54,0.19,0.25,0.04,0,0,0,0.21,0.14,0,0,0
"Nudcd2",192.47,153.06,180.46,174.96,163.68,136.09,153,141.98,150.72,120.35,111.98,114.58,108.87
"Polrmt",30.89,25.99,26.48,23.07,21,31.38,20.03,17.04,21.8,28.66,19.7,32.51,39.75
"Hmmr",38.4,45.85,46.94,41.65,24.9,32.71,30.56,29.64,32.59,37.83,26.89,31.52,25.45
"Hcn2",8.36,13.7,6.49,6.71,1.42,0.34,0.11,0.32,0.17,1.01,0.43,1.64,1.31
"Meikin",0,0.1,0,0.11,0,0,0,0,0,0,0,0,0.09
"Acsl6",4.83,2.35,5.23,2.89,8.88,4.77,2.38,2.85,1.62,5.45,1.56,3.03,1.71
"Slc22a4",0,0.14,0.5,0.02,0,0,0.23,0.47,0.32,0.81,0.48,0.44,1.27
"Zfp354b",0.3,0.41,0.23,0.1,0.22,0.85,0.66,2.7,1.73,3.03,2.22,1.84,1.9
"Cyfip2",3.76,3.27,17.41,13.22,10.71,43.55,22.58,17.97,14.15,18.25,10.17,16.14,12.03
"Mgat1",16.16,16.8,10.58,10.26,22.07,52.58,42.01,56.17,53.7,67.42,60.32,76.52,81.14
"Ppp2ca",95.29,79.63,106.07,92.97,85.28,145.4,99.89,117.6,102.96,136.4,106.27,129.25,111.27
"Sgcd",0,0.3,0.19,0.13,0.46,3.85,2.25,3.19,4.53,4.92,4.21,4.25,3.81
"Flt4",1.23,1.65,3.55,2.1,1.84,1.66,4.95,1.54,4.25,2.79,3.09,1.77,3.38
"Hnrnpab",1139.43,867.1,1193.66,1157.72,759.3,1240.92,1159.38,1038.27,1101.26,924.25,943.85,976.28,807.43
"Phykpl",1.94,2.05,6.07,4.53,5.54,3.74,1.71,6.68,4.88,9.67,5.22,7.07,6.23
"Hspa4",602.82,394.56,380.21,375.99,377.78,265.75,218.79,256.57,248.08,328.27,221,239.97,172.1
"Cnot6",22.55,26.1,39.36,33.85,54.73,134.81,111.75,131.69,116.06,130.62,107.88,117.27,96.08
"Gfpt2",42.67,51.54,25.83,21.52,11.17,12.79,8.64,6.93,6.75,8.48,7.7,11.5,8.64
"Zfp354a",0.7,1.56,3.57,1.87,3.81,7.77,6.23,10.54,8.13,11.58,6.91,8.98,8.3
"Mapk9",24.41,30.29,30.31,25.45,19.22,43.05,26.58,43.82,36.8,58.39,37.9,54.05,44.57
"Canx",322.21,331.73,329.4,383.35,338.5,329.51,277.03,288.24,322.2,365.47,307.29,301.55,259.75
"Rack1",3436.19,2909.03,3050.26,2405.18,1974.17,3102.23,1813.66,1563.18,1398.1,2331.49,1469.42,2426.31,2393.28
"Rasgef1c",0.62,0.59,0.78,0.37,0,1.19,0.04,0.7,0.3,0.66,0.06,0.37,0.16
"Rufy1",10.36,7.64,9.83,8.25,7.91,19.05,18.42,23.22,22.26,27.21,19.21,22.56,22.24
"Rnf130",30.26,27.54,46.1,32.58,19.3,61.35,42.72,67.68,51.93,74.33,55.59,77.39,54.28
"Ltc4s",0.43,0.13,2.05,0.59,0,0,0.42,0,0,0,0,0,0
"Rad50",20.24,20.27,33.09,27.05,24.76,15.23,15.01,19.85,18.31,19.78,18.45,21.47,15.97
"Mrnip",15.92,12.71,20,13.99,9.68,20.55,14.94,23.2,16.77,30.96,17.73,27.66,24.2
"Il13",0,0.06,0.1,0,0.14,0,0,0,0,0,0,0,0
"Clk4",7.83,10.21,16.23,10.05,21.9,38.56,17.69,24.16,26.16,29.05,22.81,24.98,23.32
"Sar1b",84.59,62.89,77.04,73.14,45.2,66.65,33.28,59.73,44.82,83.71,46.19,69.78,59.56
"Jade2",3.88,3.2,25.58,22.15,6.92,4.42,1.98,7.21,4.83,8.79,5.99,10.04,6.4
"Pdlim4",2.2,2.7,1.53,0.88,63.23,32.25,41.95,36.25,40.47,50.47,41.44,53.43,65.17
"Cdkl3",1.85,1.76,6.32,5.88,6.93,9.58,7.9,12.46,7.72,12.69,9.69,12.41,12.02
"Ube2b",62.86,55.07,109.81,82.65,126.94,189.91,144.47,152.34,145.29,145.17,120.82,147.63,138.17
"Cdkn2aipnl",124.39,86.58,122.03,104.97,82.39,133.68,85.28,97.44,89.9,114,79.87,102.11,101.49
"Kremen1",4,5.34,7.84,5.78,11.37,9.52,7.26,9.79,8.42,11.99,10.14,11.74,12.32
"Itk",0,0,0,0,0,0.07,0.02,0.03,0,0.06,0.06,0.02,0
"Nefh",16.54,11.97,16.5,8.6,0.04,0.21,0,0.49,0.08,0.96,0.38,1.81,0.57
"Med7",55.18,48.34,72.47,70.18,45.62,59.54,39.94,63.97,60.99,77.69,52.49,57.7,61.17
"Havcr2",0.03,0,0,0,0.03,0,0,0,0,0,0.08,0.15,0.05
"Tnip1",60.87,64.99,26.79,14.6,13.35,20.8,15.53,31.92,29.24,38.88,30.19,40.69,34.3
"Garin3",0,0,0,0,0.23,0.32,0.2,0,0,0,0,0,0
"Vdac1",832.62,762.44,533.59,526.36,326.76,285.15,282.66,326.36,325.61,332.24,327.44,338.53,262.74
"Fabp6",0.39,0.35,0,0,0.21,0,0,0,0,0,0.18,0.22,0
"Upp1",586.9,495.68,99.73,99.98,3.08,3.45,2.36,5.08,4.22,9.85,4.55,6.7,6.81
"Slu7",51.41,42.28,37.79,34.74,35.91,61.88,52.31,78.9,79,81.29,61.15,58.36,49.2
"Nipal4",0.42,0.31,0.53,0.57,0.16,1.41,1.17,1.49,1.73,2.41,1.36,2.96,2.01
"Ascc2",37.7,32.37,41.9,33.01,39.35,32.85,25.32,31.09,26.36,34.52,27.31,36.46,29.06
"Hus1",18.95,17.29,17.18,13.94,8.45,15.49,13.3,11.81,12.4,13.72,10.72,13.75,12.73
"Pttg1",161.17,117.78,54.4,36.96,69.07,71.95,50.69,63.04,54.91,90.44,51.82,83.15,80.25
"Hormad2",20.42,12.34,7.99,10.19,0.7,0.12,0.2,0.12,0.85,0.14,0.05,0.79,0.09
"Zfp607a",3.39,1.92,1.96,1.71,3.67,3.94,3.65,5.21,5.04,4.21,3.89,3.85,3.25
"Tns3",33.05,52.13,21.06,24.85,12.12,112.3,80.05,98.34,72.52,135.15,97.39,150.46,120.93
"Btg2",20.69,31.43,23.5,30.79,86.25,5.2,5.3,5.73,5.79,12.43,13.43,17.88,14.75
"Castor1",79.05,88.66,59.7,53.02,18.17,1.83,1.21,1.68,1.23,2.18,1.13,3.84,2.92
"Igfbp3",10.02,8.39,25.14,18.27,31.41,117.9,132.1,59.85,81.4,136.11,79.2,104.63,79.31
"Igfbp1",0.1,0,0,0,0,0,0.05,0.05,0,0.1,0.36,0.39,0.57
"Pes1",267.78,206.19,238.29,225.49,182.3,135.03,121.53,119.01,115.58,143.91,96.13,103.64,79.58
"Adcy1",2.22,2.75,0.96,1.41,1.11,2.67,1.93,1.98,2.12,3.08,2.05,3.7,3.4
"Tcn2",21.15,22.23,21.27,16.9,29.68,97.02,44.33,94.9,67.19,116.37,73.35,106.48,105.55
"4921536K21Rik",0.44,0.9,0.37,0.4,1.2,1.92,0.77,0.71,0.56,0.87,0.64,0.32,0.65
"Osbp2",0.14,0.1,0.2,0.25,1.15,0.09,0.39,0.33,0.44,1.18,0.63,2.91,0.49
"Gabrg2",0,0,0,0,0,0.31,0,0.35,0.38,0.92,0.43,2.12,0.62
"Myo1g",0.16,0.51,0.1,0.11,0.55,0,0.03,0,0.11,0,0,0.08,0
"Smtn",14.84,19.2,28.44,21.06,15.97,26.4,18.3,32.3,32.07,48.4,44.65,68.92,62.33
"Arf5",107.4,137.76,151.08,122.25,77.24,233.44,148.03,147.65,155.17,218.68,177.2,295.7,330.24
"2310033P09Rik",23.99,23.81,29.13,19.96,22.71,33.13,31.07,48.53,44.75,46.24,36.4,35.75,37
"Guk1",69.8,54.34,157.08,96.11,66.68,82.76,63.01,87.58,80.99,115.09,88.87,127.65,148.99
"Npc1l1",0.13,0.42,0.18,0.27,0,0.02,0,0,0.02,0.02,0.01,0,0
"Rnf185",28.2,29.68,22.85,16.42,22.43,63.4,43.12,49.78,44.33,61.31,45.31,58.68,52.04
"Limk2",34.53,33.42,20.38,13.41,38.23,41.75,32.83,42.92,33.31,36.86,29.05,40.19,33.38
"Patz1",92.6,102.76,53.48,39.11,59.22,143,97.39,95.01,91.28,90.62,73.65,92.51,97.39
"Eif4enif1",43.59,41.97,77.1,53.15,57.33,121.92,67.38,78.62,77.71,89.39,76.14,85.68,87.14
"Trim11",11.58,12.6,10.42,6.44,14.09,13.1,9.77,14.67,12.4,14.46,10.44,17.42,14.89
"Ogdh",95.89,115.12,153.04,115.62,60.05,142.3,83.22,115.67,97.35,148.78,104.05,179.11,157.22
"Drg1",191.02,155.48,150.91,143.65,177.86,166.36,129.51,163.39,158.43,179.54,129.01,144.21,125.5
"Rtn4",294.87,300.44,206.51,209.92,173.61,323.96,220.54,273.17,230.65,333.43,229.67,347.36,285.58
"Mtif2",28.91,33.54,39.04,27.88,29.38,28.41,23.47,38.93,38.18,36.07,28.23,26.86,30
"Rps27a",3197.45,2044.41,2072.46,2319.83,2297.22,2362.3,2212.63,2221.04,1885.44,2179.25,1701.03,2045.97,1972.08
"Clhc1",0.43,0,0.18,0.05,0.08,0.04,0.04,0.34,0,0.21,0.11,0.15,0
"Cfap36",45.07,31.87,25.6,27.29,19.4,38.64,31.87,58.15,50.33,64.1,38.63,43.62,34.44
"Ppp4r3b",30.47,44.72,40.39,28.29,42.24,73.61,51.04,63.2,74.18,91.8,61.57,69.08,50.92
"Pnpt1",39.55,37.54,50.71,36.63,40.58,29.48,21.68,30.11,25.24,30.04,22.04,29.22,21.97
"Efemp1",0.8,1.27,3.53,5.48,1.62,7.68,2.8,9.12,10.31,11.26,9.59,10.89,6.03
"Myl7",9.99,5.41,3.32,1.14,2.44,1.08,0.3,0,1.68,0.58,1.88,0.17,8.2
"Pold2",151.98,177.21,348.04,147.65,65.52,163.4,95.36,128.58,116.18,143.53,104.39,165.34,155.84
"Zkscan17",25.17,28.87,55.43,40.11,77.51,82.69,46.85,51.93,43.47,55.56,38.53,62.94,52.18
"Aebp1",3.4,1.89,3.19,1.88,13.34,18.84,16.43,20.07,24.81,36.35,34.24,61.35,59.83
"Polm",7.97,8.53,9.92,5.77,4.48,11.25,5.78,8.63,5.84,10.58,7.35,11.23,13.4
"Pgam2",5.7,1.25,5.55,3.74,0,0,0.1,0.19,0.14,0.19,0.09,0.33,0.32
"Dbnl",91.33,79.36,99.11,83.7,51.56,117.49,72.76,114.79,109.49,145.56,105.61,140.94,125.75
"Mrps24",297.43,264.08,391.56,252.49,49,94.18,65.59,82.33,68.15,112.04,83.71,150,148.78
"Ankrd48",0.55,1.26,0.25,0.23,0,0,0.09,0,0,0,0.13,0,0
"Ccdc117",35.38,37.62,29.16,23.24,20.14,27.59,28.19,29.39,28.76,34.98,27.82,31.6,27.7
"Dynll2",142.53,106.65,143.98,101.67,127.35,154.08,118.93,159.34,141.06,175.99,141.12,176.11,149.53
"Xbp1",68.28,73.18,63.51,51.33,22.6,71.39,50.98,77.02,66.15,106.34,80.62,116.55,106.52
"Supt4a",172.33,123.05,141.18,133.57,127.56,196.18,163.26,175.93,149.94,165.75,122.24,131.46,138.13
"Septin4",0,0,0.68,0.47,0.91,4,1.43,1.24,1.96,1.07,2.32,2.17,2.3
"Btnl10",0,0,0,0,0,0,0,0.03,0,0,0,0,0
"2810021J22Rik",4.07,2.55,3.53,5.6,3.62,9.56,7.49,11.95,11.5,13.36,7.76,8.22,8.74
"Ska2",27.17,21.64,24.99,24.63,19.07,51.03,62.31,71.12,79.08,81.05,66.22,58.4,46.3
"Prr11",13.26,12.76,10.66,9.88,17.77,43.66,31.25,38.27,30.91,44.77,27.38,38.56,26.73
"Smg8",23.99,35.94,35.98,29.67,25.72,40.87,29.95,35.84,32.66,40.63,26.44,38.36,29.52
"Rnf187",211.1,213,304.67,232.48,129.94,341.82,185.15,266.26,244.27,354.68,267.53,408.99,374.61
"Tubd1",7.27,6.16,5.27,5.47,2.57,13.1,9.44,19.75,18.11,16.8,10.95,16.77,12.63
