"","ESC_Rep1","ESC_Rep2","Epi_Rep1","Epi_Rep2","Meso_Rep2","OSC-D7_Rep1","OSC-D7_Rep2","OSC-D8_Rep1","OSC-D8_Rep2","OSC-D9_Rep1","OSC-D9_Rep2","OSC-D10_Rep1","OSC-D10_Rep2"
"Ndufc1",782,892,696,1006,551,577,711,788,541,896,684,656,525
"Il22ra1",0,3,8,2,0,1,0,3,2,7,14,29,6
"Wee2",0,0,0,1,0,0,1,1,0,0,0,2,0
"Mgarp",93,88,45,43,285,12,29,11,28,13,12,35,13
"Ppp1r14a",124,184,181,178,16,470,328,150,130,157,118,168,139
"Spaca5",0,0,0,0,0,2,0,0,0,0,0,0,0
"Mycn",2804,5123,1722,1966,874,1516,1225,457,381,545,503,534,295
"Nodal",2187,2972,1409,2452,753,22,11,25,7,32,18,103,28
"Dennd11",160,265,761,917,725,967,859,695,517,834,768,630,412
"Elf2",924,1313,937,1130,1288,2151,2065,1975,1425,2352,2120,1784,1119
"Krt80",0,0,17,23,2,0,0,0,0,0,1,0,0
"Grhl3",356,600,57,105,139,91,179,51,84,19,38,39,22
"Cyb561d2",149,206,186,204,72,148,126,164,83,169,155,238,121
"Pacrg",0,2,13,6,7,78,45,99,17,73,36,59,17
"Rbm17",2644,2620,4479,5183,3157,2136,2542,2441,2038,2215,2411,1728,1216
"Prf1",0,0,0,0,2,0,0,0,0,0,0,0,0
"Atg101",1223,1216,824,1045,503,610,612,527,383,642,592,601,427
"Islr",4,3,2,5,2,854,815,2271,2042,4843,5588,6033,5825
"Fam193a",784,1291,1030,1103,1036,2715,2202,2589,1790,2740,2476,2459,1661
"Spry1",161,225,595,656,180,1069,481,246,130,343,434,493,371
"Thap1",297,374,553,543,251,368,205,258,160,361,248,249,183
"Lipt1",120,127,286,227,119,126,90,103,98,130,98,111,73
"Syn1",351,612,313,448,57,115,48,87,39,162,76,285,63
"Mospd3",399,526,915,810,267,452,250,315,183,401,317,554,387
"Zfyve28",53,114,56,56,0,12,16,21,6,23,16,30,9
"Fgf2",2,1,2,7,14,8,9,5,8,46,84,75,71
"Hook3",270,395,373,419,1014,2137,1720,2752,1520,2880,2709,2583,1201
"Mxd4",73,130,195,354,163,2648,1604,2553,1382,2786,2493,2969,1786
"Matr3",5990,7071,7680,11142,6321,10145,9615,10434,8162,13179,11217,9386,5070
"Spred3",27,43,448,562,141,496,335,466,241,370,251,391,242
"Clic4",4240,9323,12345,13059,5731,5414,6152,3867,3771,4689,5024,4866,3351
"Zfp692",128,131,465,313,81,113,80,74,36,122,85,70,58
"Pomk",328,391,500,378,209,489,355,740,382,1042,646,907,472
"Mex3c",639,1217,1716,2388,1393,3229,2709,2350,1773,2980,2995,2599,1697
"Itih2",4,0,0,0,0,2,2,6,16,36,54,53,54
"Aagab",699,862,1251,1483,503,679,550,656,500,734,625,565,335
"Dzank1",10,21,59,21,10,25,29,58,48,104,62,84,45
"Hgsnat",373,528,570,506,445,736,509,871,451,1062,826,1079,554
"Kin",188,206,191,277,382,427,604,628,508,515,579,340,223
"Rsrp1",355,355,787,532,778,390,651,653,463,795,727,1007,659
"Bltp1",281,803,1287,1442,1105,830,851,1416,950,1444,1610,1412,843
"Gemin5",2619,3974,12903,11047,3674,2891,2476,2406,1636,2928,2089,2660,1343
"Tmem97",2632,3027,4085,3663,1580,1310,764,758,438,1239,833,1237,735
"Ovol2",41,43,136,149,12,2,1,3,1,2,0,13,4
"Galnt6",1825,2857,999,1641,109,71,61,41,26,68,99,119,65
"Stag1",1408,2647,2065,2757,2457,3578,3738,3746,2778,4154,4044,3152,1962
"Tbcel",583,705,673,969,592,988,844,987,588,943,954,729,476
"Ldlrap1",307,513,623,727,539,345,430,286,266,337,440,406,314
"Lsm1",402,397,856,884,540,583,573,680,381,696,518,615,385
"Ttc13",526,816,976,957,1075,1014,818,937,570,1055,875,1030,509
"Man1c1",163,270,105,145,2376,254,193,194,149,360,382,526,361
"Tacc3",2513,2946,2415,3004,1430,2453,2540,1939,1634,2380,2150,1888,1285
"Jade3",1071,2378,1912,3535,926,559,514,451,309,543,444,403,220
"Bag4",914,1266,2735,2582,1219,1086,853,883,545,1047,817,1030,465
"Traf3ip3",0,0,1,0,1,0,2,0,0,3,2,3,7
"Tap1",52,95,449,828,326,107,66,109,53,196,122,204,121
"Bbs7",88,144,179,203,158,216,141,365,192,313,289,210,151
"Capn15",356,686,772,620,513,753,585,555,415,694,607,826,546
"Larp1",6843,8713,25423,18510,8890,6908,4758,5990,3396,6947,5310,6590,3313
"Hand1",3,2,16,3,1146,1876,2487,828,1071,446,407,345,359
"Mfsd2b",19,15,0,5,7,2,2,1,8,1,7,5,4
"Map4k1",632,738,655,725,210,259,232,167,126,182,170,169,97
"Fam53a",691,854,1202,1045,762,877,764,660,440,756,698,671,448
"Slc9a7",5,12,88,163,26,9,6,4,2,23,27,46,11
"Taf2",867,1719,2572,3083,1359,2015,1914,1785,1296,1907,1781,1678,952
"Slc12a9",178,205,494,557,233,532,288,470,330,472,402,587,405
"Chst7",22,42,88,157,539,25,11,12,7,11,11,28,9
"Paqr7",92,133,58,61,14,51,33,52,38,88,81,129,86
"Nudt22",252,239,229,159,83,196,110,202,113,225,168,249,168
"Actr1b",1903,2951,2760,3447,2673,3435,3171,2571,2079,2989,2797,2757,1829
"Letmd1",129,211,47,49,657,1107,703,821,543,993,735,770,542
"Uvssa",30,46,102,84,196,345,337,505,392,504,596,367,238
"Dipk2b",0,0,0,0,0,1,7,1,3,3,4,1,0
"Sf3b6",1234,979,1759,2456,1006,1193,1334,1647,1210,1838,1574,1123,819
"Ccn3",0,10,36,79,0,5,4,2,7,23,16,86,34
"Letm2",4,7,45,31,64,94,64,174,103,170,141,121,90
"Srrt",4834,5564,6259,7032,3166,3657,3515,2812,2376,3288,3466,3320,2167
"Pafah2",261,431,228,380,148,253,132,293,173,448,362,445,265
"Kdm6a",797,1947,1335,1961,659,1266,1007,1136,749,1103,952,832,587
"Enpp1",2,5,13,18,3,155,148,414,399,747,1098,580,621
"Ctbp1",1542,2295,3774,3722,2646,7535,5693,4781,3729,6387,5628,7170,4705
"Hhat",50,120,46,67,97,213,199,158,130,169,214,189,120
"Trmt6",1132,1458,2004,2613,1159,770,757,640,568,827,694,672,428
"Spon2",10,23,11,8,5,89,91,71,105,91,105,171,107
"Rims2",280,369,317,337,114,138,40,138,62,201,90,168,40
"Nmur2",0,0,0,0,17,0,0,0,0,0,0,1,1
"Rcor3",113,245,143,134,135,445,325,508,330,531,497,478,333
"Atp11b",869,1188,2403,3332,755,971,923,1075,864,1320,1334,1204,714
"Icam1",1086,1672,228,326,30,7,25,14,18,65,146,325,198
"Htra4",10,14,5,5,1,4,1,7,4,25,3,3,0
"Cnnm4",115,138,553,536,199,362,315,279,240,309,384,364,259
"Tbc1d2b",201,471,262,246,358,500,579,812,757,1633,1928,2621,1707
"Serpine1",658,953,165,147,12,25,16,18,10,32,30,151,40
"Ranbp10",542,860,1022,828,1774,1432,1031,1294,845,1385,988,1245,707
"Dmxl1",593,2148,1721,2209,1069,1119,1056,1127,706,1208,1236,1128,645
"Best1",9,1,30,28,14,25,14,9,10,19,29,24,19
"Endod1",46,83,117,159,95,174,101,348,301,509,570,640,332
"Taar9",0,0,0,0,1,0,0,0,0,0,0,0,0
"Depdc5",777,989,1438,1338,1343,1211,1047,1135,826,1231,1091,1077,674
"Vgf",5,16,102,110,13,40,20,15,13,57,39,204,87
"Slc30a1",918,1436,870,1313,454,532,278,630,535,598,662,410,305
"Adam32",74,47,0,3,2,1,2,2,2,7,0,4,0
"Vnn1",5,15,2,2,1,8,2,4,5,8,11,54,12
"Cep85",1307,1996,1857,1784,1393,847,795,689,626,831,737,740,372
"Tulp1",29,37,59,76,18,18,15,32,26,44,72,67,60
"Arid5a",66,108,110,93,53,27,42,38,21,64,77,56,33
"Slc22a20",4,12,7,11,2,0,0,0,0,0,0,0,0
"Slc18b1",200,375,63,142,63,164,162,193,158,332,302,326,172
"Azin1",1846,2746,3296,4128,1556,1998,2090,2236,1741,2550,2315,2209,1293
"Ints7",1719,2952,1856,1960,1559,2945,2400,1862,1581,2170,2129,2208,1440
"Fbxo27",98,210,150,144,72,19,18,28,26,45,29,53,22
"Klf10",980,2112,935,943,888,758,540,571,418,760,891,872,609
"Tedc1",626,871,1067,934,118,313,214,198,136,266,266,360,229
"Acp7",18,24,19,16,0,0,2,2,0,4,0,3,1
"Uggt1",3289,5707,3500,4275,2140,3484,3086,3151,2257,3720,3529,3135,2236
"Dtl",1496,2311,2042,2566,1059,1866,1730,1482,1227,1998,2070,1741,1073
"Thoc2",992,1798,1108,1648,2078,1905,1758,1863,1401,2115,2235,1750,983
"Tbx10",0,0,2,0,0,0,1,0,0,1,0,0,0
"Erv3",0,0,0,0,0,0,1,0,1,0,1,2,1
"Asxl2",647,1362,1170,1004,1485,644,836,796,548,920,876,816,472
"Ubr5",7465,15196,9525,12283,5256,6009,5594,6134,4521,6543,6359,5845,3239
"Slc2a12",0,0,2,4,10,36,24,12,9,17,15,25,9
"Zmat4",27,40,25,27,3,227,76,71,33,59,31,32,6
"Cib2",10,7,50,62,84,176,227,241,255,376,355,329,285
"Nenf",41,69,268,266,176,660,595,1243,852,1395,1479,1406,1084
"Fam168b",1598,2644,2674,2558,3167,8316,9427,7785,6613,8690,9313,8429,5851
"Arhgef4",23,50,201,210,76,79,39,132,77,176,138,144,98
"Pank2",955,954,1171,1375,1127,1411,1438,1335,937,1530,1422,1315,879
"Ppfia1",803,1250,2171,1887,1432,2379,2025,2064,1495,2508,2097,1991,1283
"Mavs",1235,2397,653,683,393,628,486,578,359,669,488,598,336
"Bcdin3d",86,125,142,197,113,154,157,159,135,147,135,83,82
"Atg14",666,1282,559,644,318,629,522,629,517,657,666,542,344
"Prss40",1,2,0,0,0,0,0,0,0,0,0,0,0
"Mrpl47",953,882,1127,1515,600,587,609,627,427,717,572,471,286
"Rapgef6",643,1186,1196,1017,1265,1579,1349,1485,886,1925,1741,2084,951
"Fbxo34",343,657,826,901,409,563,562,505,418,606,568,630,371
"Shank2",3,8,68,46,125,406,402,372,252,371,408,376,192
"Aldh8a1",0,0,0,2,0,1,0,0,0,0,1,0,0
"Dlgap5",1662,2063,2279,2236,921,1186,1353,1369,1008,1517,1322,1224,684
"H2-DMb2",8,11,37,18,7,4,6,4,8,5,17,18,15
"Plekhg2",169,327,848,561,878,3006,2558,2752,1926,3108,2812,3068,2257
"Zdhhc18",1366,1947,1026,980,503,524,353,337,271,442,388,528,351
"Rps16",15893,13543,16965,22214,13801,11846,12205,9751,6930,9962,9461,8616,7078
"Vash2",55,77,519,385,217,2648,2288,2244,1789,2607,3141,2572,1762
"Mcrs1",2046,2935,3198,3122,1105,2113,1502,1555,1092,2026,1476,1955,1212
"Wdhd1",1041,1595,2227,2594,1262,1063,1329,915,849,1211,1257,1013,656
"Tob1",873,934,619,661,534,433,281,413,197,478,344,713,287
"Ephx3",5,2,26,112,1,2,1,0,0,0,0,3,0
"Pkd2l1",32,52,12,8,1,3,1,6,0,1,2,14,1
"Kcnh3",194,191,148,216,1,14,11,84,34,226,256,493,330
"Gch1",45,65,265,170,334,23,22,12,13,22,34,34,8
"Nr0b2",4,1,1,4,0,0,0,1,3,3,0,5,5
"Rskr",0,0,0,1,4,2,0,0,0,1,1,1,0
"Clba1",83,152,122,124,82,167,116,120,122,167,151,162,105
"Kdf1",77,78,397,335,87,6,2,1,1,8,4,54,13
"Nme1",3038,2641,4016,4070,1237,2219,1726,1420,1023,2379,1786,2402,1342
"Adgrl3",9,16,62,55,16,2782,1967,3727,2837,4321,5584,3743,2631
"Osbpl5",9,4,46,45,62,436,405,1216,1039,1728,1423,1662,1131
"Bclaf1",3763,4532,5916,6889,4146,5082,5923,5941,5061,6705,6509,4988,2630
"Kcnmb2",5,5,2,10,8,15,5,30,19,15,27,18,19
"Tnfrsf23",0,3,2,1,9,4,3,2,8,17,11,37,18
"Spag1",93,77,182,195,69,18,23,28,21,16,28,20,14
"Atoh8",0,2,8,3,24,266,261,271,203,349,376,433,304
"Wdtc1",3179,5471,2552,2857,1435,2015,1414,1411,1089,1759,1515,1940,1268
"Kcnk2",10,13,34,32,2,468,388,84,91,94,111,74,60
"Cldn11",1,0,1,3,9,272,74,57,29,187,125,451,195
"Rgs22",1,13,11,16,4,10,8,4,2,3,18,5,15
"Cdkn3",177,199,234,407,64,134,173,165,135,204,176,147,118
"Slc25a43",21,53,43,42,21,1,5,0,5,0,3,4,3
"Zbtb42",21,53,78,62,60,173,97,66,48,61,51,111,57
"Zfp60",403,460,394,581,566,1229,1471,1853,1328,2184,1858,1379,819
"Prkci",3294,5437,2363,2585,2146,2293,2551,2350,1878,2987,2640,2457,1414
"Vps13b",428,1208,1185,1404,1714,1169,1044,1102,897,1353,1584,1457,1017
"H2-DMa",41,39,50,39,47,83,64,55,39,71,68,88,62
"Phc3",142,196,224,194,356,489,414,715,543,961,1111,997,648
"Kctd8",0,1,1,4,6,8,5,8,8,10,24,17,20
"Slc20a2",1087,1551,3521,3451,1676,1656,1176,1456,999,1843,1497,1929,924
"Gdf7",10,10,5,3,0,1,0,0,1,0,1,9,3
"Gpr160",166,228,65,111,4,0,3,0,1,3,2,5,0
"Cdkn1c",103,151,264,630,2135,723,2741,1966,2672,3064,5110,3095,3697
"Ldah",396,562,671,824,685,812,736,737,581,903,774,708,485
"Rfx7",920,1760,1707,1660,2121,3106,2588,2597,1580,2726,2315,2112,1138
"Inf2",53,191,790,810,729,154,199,150,288,306,579,436,462
"Esyt3",75,151,178,135,15,29,25,6,4,9,7,19,5
"Armc3",0,0,0,1,0,0,1,10,4,15,12,8,6
"Atp8a1",292,611,272,368,666,1110,729,944,631,1037,1110,1180,577
"Aspg",2,3,108,37,112,5,2,1,0,3,3,7,0
"Tmem247",0,2,0,0,0,0,0,0,0,0,0,0,0
"Ahdc1",1817,2607,6484,5788,992,1434,2156,1871,1597,2359,3168,2776,2188
"Ddhd1",278,461,382,470,229,309,250,411,300,457,502,412,271
"Lzts3",95,154,123,92,48,143,115,134,113,251,205,263,181
"Tecta",0,2,0,0,1,6,0,1,1,7,6,6,1
"Cd81",3017,5321,2989,4318,2908,4374,3009,5010,3280,7144,7310,7889,5619
"Spag6",0,0,0,0,0,0,0,1,0,0,0,0,0
"Fam13a",3,18,87,133,19,170,128,203,120,286,225,193,98
"Cisd1",1810,1868,876,1317,305,271,264,240,193,286,239,237,132
"Fermt2",1777,2581,2125,2639,3601,2488,2219,3195,2068,4185,4038,3742,2283
"Ccdc33",0,1,15,12,6,10,0,2,2,0,3,0,5
"Tmem33",827,1138,1036,1273,1351,2424,1579,1755,1151,2208,1719,1766,1045
"Gnpnat1",1328,1507,1168,1481,560,440,445,458,321,524,411,383,265
"Ckap2",1317,1461,1720,2061,725,1342,1295,1444,916,1654,1147,1414,628
"Avp",0,0,0,0,0,0,0,0,0,0,0,0,2
"Mynn",502,756,552,668,528,709,601,902,520,1047,837,778,533
"Themis2",6,9,25,29,0,9,11,19,13,9,10,1,16
"Limch1",36,47,43,62,1897,981,722,1391,710,746,592,406,272
"Actrt3",4,1,5,0,0,0,2,0,0,0,0,0,0
"Nek5",10,1,0,0,1,1,0,1,1,6,5,2,1
"Mrps26",623,649,1121,1223,380,520,482,586,411,553,712,568,407
"Eef1a1",247395,315095,319512,359966,254043,282142,246091,200835,160865,254463,224993,209162,167557
"Phyhipl",76,104,152,127,56,29,18,26,23,49,37,83,27
"Fam222b",534,746,1251,938,1727,1727,1117,1550,796,1663,1183,1464,900
"Xkr8",217,303,250,302,121,225,213,268,193,387,352,333,230
"Ppp1r16b",24,47,50,35,29,20,39,49,44,89,93,54,58
"Ptger2",5,4,9,10,0,11,7,25,3,15,16,27,2
"Actr5",214,372,462,486,207,368,214,293,209,325,314,290,192
"Slc16a9",75,180,16,34,1,43,44,98,173,207,331,282,237
"Slc32a1",0,7,13,15,0,15,10,15,1,32,8,39,3
"Mrpl23",25,25,119,150,124,142,151,90,124,143,72,167,169
"Pced1a",67,91,343,267,166,444,322,395,297,463,467,431,370
"Mbl1",0,0,0,0,0,0,0,0,0,0,0,0,1
"Dzip1l",97,143,365,312,210,320,319,326,222,393,378,446,230
"Coa8",221,399,234,267,589,494,462,527,437,639,508,457,385
"Vopp1",138,224,258,299,618,3054,2707,2426,1979,2381,2254,1937,1245
"Defb7",0,0,0,0,0,0,0,0,0,1,1,2,2
"Phf12",1442,1999,3026,2080,1337,3732,2373,2633,1677,3472,2605,3139,1909
"N4bp2",872,2124,1269,1554,1908,3771,3631,3696,2614,3338,2966,2632,1462
"Adh4",4,6,7,10,0,0,0,3,0,1,0,4,0
"Mat1a",0,0,9,13,0,0,0,1,0,0,0,1,0
"Iqch",1,2,3,2,2,1,0,1,0,0,0,2,1
"Rpl10a",13667,17304,23077,16056,9806,12285,6942,5763,3883,8904,5981,11153,9585
"Fam76b",352,470,636,655,574,712,598,538,417,591,559,549,327
"D630003M21Rik",12,19,74,43,2,20,21,46,30,134,133,259,172
"Ctnna1",7957,11373,7123,10103,6937,9856,10511,9179,7810,10916,10105,9303,5295
"Fbxw17",69,105,116,158,55,278,252,247,218,316,200,212,146
"Abhd18",34,32,79,57,75,171,127,271,122,276,170,159,67
"Tgm2",52,272,46,44,8,167,158,624,691,3994,5589,8291,4667
"Smim14",516,568,261,295,457,982,664,1095,656,1545,1328,1477,980
"Tspan14",1366,2471,862,976,477,1542,1498,1178,977,1481,1250,1239,956
"Ppm1k",82,146,91,138,130,188,189,214,135,163,224,100,66
"Sh2d4b",215,363,6,8,3,2,8,3,10,7,1,11,1
"Vstm2l",24,22,71,43,32,9,12,301,256,551,294,601,174
"Fdxacb1",123,199,176,296,111,187,116,102,83,159,101,121,59
"Rtkn2",264,381,497,563,37,174,168,178,159,245,186,170,116
"Nmrk1",162,230,108,146,33,20,33,42,24,55,48,36,30
"Ifi206",0,0,2,0,4,2,0,0,0,0,1,0,0
"Cpe",39,66,112,109,527,1785,1163,1582,885,2548,1590,3046,1059
"Zfp365",282,581,1123,1565,229,85,90,123,63,121,100,116,63
"Nufip2",1953,2344,3786,3784,2186,1854,1886,2187,1369,1973,2155,1823,890
"Aim2",743,887,520,582,73,147,168,53,56,61,64,44,38
"Egr2",0,1,16,10,315,11,5,3,4,5,43,19,11
"Ackr1",0,0,1,0,0,61,26,30,5,32,16,34,38
"Jmjd1c",1386,2731,6317,6879,1685,1583,1389,1992,1190,2249,2156,1604,1023
"Stk35",1151,2656,1790,1943,645,1356,1212,926,761,1257,1100,1250,850
"Dusp8",20,46,63,71,98,96,46,178,54,383,193,517,149
"Wdr19",184,243,279,277,417,646,605,910,579,921,727,749,477
"Pcdh18",11,4,154,204,1185,2055,2340,2685,2008,4104,4461,3569,2522
"H2az1",12382,11959,12495,18992,6370,9909,9143,6185,5241,6887,6964,6166,3905
"Rcor1",527,1182,912,956,1196,2003,1675,1594,1310,1991,1940,1877,1319
"Sirpa",348,780,278,223,257,920,686,699,672,945,983,994,649
"Ankrd9",269,288,361,363,21,75,70,85,43,108,107,113,69
"Bri3bp",1949,2286,2491,2593,2268,1586,1705,1047,869,1354,1433,1504,946
"Ankrd13b",140,193,535,313,211,1251,754,952,547,982,930,1185,744
"Tmem156",0,1,0,6,0,0,0,0,0,0,0,1,2
"Ndufv1",3653,3855,4094,4513,1727,2854,2256,2649,1674,3028,2803,2825,2074
"Ddx60",1,1,137,192,14,0,1,4,3,3,8,17,4
"Bank1",0,0,1,0,0,6,0,1,3,2,0,1,1
"Ssh2",381,491,933,776,365,1164,806,1314,675,1547,1320,1455,767
"Bicd2",329,503,584,501,620,1070,986,1227,961,1533,1444,1310,829
"Smarce1",2891,2320,3405,3104,4643,10309,9936,11618,7960,11163,9715,7425,4878
"Scarb1",1451,2448,2123,2109,1068,963,743,697,555,1014,885,1063,719
"Chchd5",539,723,680,635,273,272,252,376,248,401,282,288,249
"Inpp4b",0,0,2,2,7,9,29,21,18,58,30,40,23
"Crp",1,0,0,0,0,30,5,47,5,46,17,88,23
"Ccr7",5,5,13,22,140,21,22,18,7,18,12,8,8
"Fgd3",1,0,12,18,2,96,122,93,77,102,60,68,46
"Ano10",12,14,174,174,462,947,689,1116,642,1513,1142,1243,753
"A4gnt",0,0,0,0,0,0,0,0,0,0,0,1,0
"Wdr20",273,491,394,487,220,522,484,602,354,727,628,558,340
"Nsrp1",1005,835,980,1106,780,1133,1125,1716,1098,1655,1408,900,482
"Card19",174,327,900,966,76,64,74,112,65,135,156,187,142
"Rflna",8,5,8,26,4,27,22,69,76,107,167,92,113
"Zc3h7a",233,316,284,362,312,326,251,448,353,615,452,449,274
"Ninj1",248,426,546,705,400,178,163,178,125,283,235,357,267
"Snn",145,205,605,766,1172,3122,3011,3579,2538,4256,3350,3475,2207
"Itprid1",0,3,1,4,0,0,0,1,0,0,0,0,0
"6430571L13Rik",6,5,10,7,3,2,10,6,15,12,13,6,5
"Ccdc92",464,618,702,635,94,237,153,144,101,195,169,245,185
"Wnk2",82,165,769,463,42,229,118,125,61,234,177,396,155
"Sh3rf3",8,10,31,25,93,4,1,13,8,32,26,35,34
"Rmi2",247,288,439,508,99,292,273,198,171,231,175,160,182
"Rara",649,767,728,614,700,4730,2375,3781,2071,3894,3095,3729,2072
"Dhx38",1690,2018,3438,3203,1842,3037,2336,2828,1868,3024,2436,2803,1524
"Slc9b2",1,0,39,44,0,16,16,15,20,10,14,2,2
"Igsf9",76,114,1498,1677,169,1316,1205,756,637,673,646,743,574
"Slc24a2",0,0,1,8,4,23,15,62,20,29,22,31,12
"Parp11",98,122,240,265,300,549,563,643,474,725,615,515,387
"Arap2",160,320,274,392,336,45,64,13,26,26,64,67,37
"Acd",404,676,793,703,419,1066,633,924,467,1090,799,1276,674
"Cramp1",465,824,1123,1052,940,1225,1250,1207,897,1173,1242,1005,601
"Hpf1",1236,830,1769,1935,937,707,637,895,599,960,822,706,398
"Acer2",652,516,1127,1251,359,92,174,130,99,135,130,158,49
"Dnajc22",63,48,63,112,226,11,5,10,3,26,15,49,14
"Ccdc138",100,89,173,180,93,93,122,122,113,129,157,113,61
"Dnah10",34,48,97,95,5,0,3,0,0,4,4,3,10
"Wipf2",1302,1602,1662,1339,1424,2413,1837,2021,1150,1625,1653,1347,726
"Fam120a",2024,3291,3181,2796,2699,4420,2914,3876,2589,6283,5301,6455,3983
"Prm2",0,0,0,0,0,1,0,0,0,0,0,0,0
"Rapgefl1",69,63,88,35,49,144,72,143,65,216,201,210,127
"Mindy4",61,65,122,111,59,212,186,170,167,263,226,218,145
"Atp6v0a2",684,1308,809,867,579,1272,987,1302,936,1706,1490,1557,1035
"Dennd4c",398,880,743,858,762,770,817,900,678,1165,1331,1168,662
"Phf2",203,467,323,275,489,3543,2906,3053,2329,3579,3122,3336,2115
"Kcnj9",0,2,32,15,1,0,0,0,0,0,0,2,0
"Tigar",2096,2522,1142,1370,299,212,186,164,122,195,132,171,90
"Igsf8",595,1008,1337,1312,1114,882,651,558,510,627,664,849,655
"Socs1",69,83,278,250,146,84,42,106,62,160,214,215,211
"Gcc2",325,494,416,576,939,845,828,1151,897,1411,1281,987,543
"Ptpdc1",36,68,107,110,100,388,329,499,380,772,640,693,468
"Cct8l1",6,0,0,1,0,0,0,0,0,0,0,0,0
"Sult6b1",112,65,35,57,3,2,0,3,0,7,1,0,0
"Mrm3",341,270,703,635,293,285,191,331,180,313,270,356,190
"Haus6",806,1519,1475,2170,1198,1113,1206,738,688,1024,911,720,460
"Cntnap5c",0,0,0,0,0,25,2,20,4,13,6,3,1
"Dexi",126,151,106,141,124,489,425,361,279,410,447,559,387
"Kmt2c",638,1706,985,1081,588,1627,1803,2150,1537,1842,2455,1744,1064
"Dbil5",5,2,4,1,1,0,2,1,13,2,2,1,2
"Nod1",706,1238,670,887,7,53,41,103,51,210,171,228,116
"Smim3",73,92,170,192,378,715,580,650,475,826,685,547,429
"Dlec1",2,7,17,13,2,12,4,9,8,11,9,14,14
"Mturn",59,113,55,72,33,331,287,477,378,601,614,531,418
"Csf3",0,0,0,0,1,0,0,0,0,0,0,0,0
"Rnf144b",58,80,12,25,38,23,42,19,18,31,45,27,36
"Cdkn2aip",279,361,491,457,551,564,467,473,320,595,424,439,206
"Cntln",68,95,52,43,89,633,748,1264,992,1533,1582,1121,638
"Galnt11",410,673,243,318,481,538,567,740,536,764,775,769,454
"Fkbp14",70,82,9,20,71,978,846,1265,910,1531,1381,1174,732
"Kcna6",0,1,12,15,69,78,202,86,109,167,214,179,147
"Tmem237",87,144,466,478,206,551,436,622,414,729,608,603,424
"Kdm1b",290,428,460,373,131,353,287,327,274,463,424,515,343
"Opa1",1075,1698,2557,2943,1681,2108,1812,2044,1537,2316,2136,2015,1093
"Cnbd2",8,14,9,13,29,39,31,38,29,54,58,22,40
"Hspb2",6,9,21,38,5,0,0,0,0,1,0,3,4
"Sbno1",1823,3116,3179,3432,2572,1824,2137,2090,1544,1985,2476,1727,1048
"Trappc11",977,1465,1788,1911,872,1740,1222,1789,970,2149,1339,1680,863
"AW551984",18,14,26,19,82,946,1143,1567,1516,2061,2431,1813,1365
"Ano2",0,1,1,2,1,5,3,5,1,6,7,5,0
"Phf20",1077,1747,1970,2671,1835,2317,1992,2281,1580,2608,2265,2118,1289
"Cdon",231,411,695,794,588,1050,998,1536,1431,2804,3789,3708,2896
"Fam210a",580,920,992,1382,1577,1420,1348,1720,1204,2007,1922,1597,934
"Tbc1d32",78,152,271,285,203,310,235,525,296,575,417,399,225
"Mphosph9",286,463,516,336,689,633,492,491,291,570,493,528,330
"Ccdc50",331,650,1314,1631,2164,5304,4561,4338,3212,4614,4208,3486,1950
"Camk4",1,3,44,39,25,12,25,18,11,39,49,22,27
"Rbm24",17,19,13,5,177,175,84,95,31,65,38,67,17
"Crygn",0,0,13,6,0,0,0,0,0,0,0,1,0
"Tmem181a",447,1152,871,932,750,875,863,845,721,1143,958,967,621
"Stox2",151,256,422,379,181,1878,837,1458,737,2370,1471,2541,687
"Snrk",168,307,346,382,411,1296,1216,1685,1204,1815,1615,1767,1223
"Notch3",537,901,4713,6232,1973,4498,4475,3811,2899,3845,4298,4635,3529
"Cd84",0,0,0,0,0,4,0,0,1,0,1,0,12
"Cldn16",0,0,4,7,0,0,0,0,0,0,0,0,0
"Ormdl3",548,580,1033,754,858,1345,1169,1723,1195,2469,2402,2612,1671
"Prdm1",196,274,40,132,1041,244,163,127,78,119,102,140,69
"Gstp2",4790,6191,1314,2700,14,33,23,14,8,59,10,41,42
"Spon1",7,13,966,1271,598,272,545,1292,885,929,778,730,641
"Atg5",767,937,914,1257,702,753,724,645,545,857,733,664,456
"Plekhg6",20,17,23,25,18,4,10,9,0,20,5,19,18
"P3h2",2,3,120,126,39,332,329,233,222,332,349,362,248
"Pde4dip",272,477,980,761,404,961,962,1495,1060,1974,1956,1862,1008
"Ttc39b",1348,2503,1022,1465,596,121,77,83,65,113,104,116,60
"Enpp6",0,0,0,0,0,1,0,1,0,5,5,5,2
"Hycc2",162,301,228,277,220,273,250,315,222,506,360,366,213
"Mylip",158,196,185,192,1102,189,205,250,216,409,521,558,444
"Slc43a2",243,346,1411,1544,49,104,80,290,200,315,234,179,91
"Slamf7",0,1,0,0,0,0,0,0,0,0,0,0,0
"Spag4",4,7,13,15,81,53,61,42,32,69,39,35,34
"Chpf2",176,432,522,543,289,765,435,723,528,932,912,1128,710
"Btbd10",465,706,680,861,372,651,486,733,393,804,654,704,367
"Scarf1",22,53,190,161,65,26,63,46,78,103,119,55,79
"Cer1",0,0,5,3,0,0,0,0,2,0,0,0,0
"Hand2",35,31,5,14,8,2927,3271,5072,4059,3723,3600,2612,2371
