"","ESC_Rep1","ESC_Rep2","Epi_Rep1","Epi_Rep2","Meso_Rep2","OSC-D7_Rep1","OSC-D7_Rep2","OSC-D8_Rep1","OSC-D8_Rep2","OSC-D9_Rep1","OSC-D9_Rep2","OSC-D10_Rep1","OSC-D10_Rep2"
"Rrn3",4663,7026,6890,9602,2226,2282,1865,1585,1305,1906,1703,1721,1013
"Pla2g10",77,71,442,641,0,1,0,2,1,5,2,10,0
"Bfar",341,376,496,493,437,705,636,949,703,1390,1148,1153,750
"Parn",1410,1603,2086,2514,1319,930,902,1106,793,1280,1068,944,561
"B3gnt5",314,625,371,718,299,758,805,1084,963,1275,1394,917,711
"Boc",12,71,60,54,292,1193,854,1349,1060,1757,2174,2102,1667
"Sidt1",0,1,2,3,39,1,0,0,0,1,0,1,1
"Naa50",4874,6325,6465,8797,5211,4044,3296,2924,2674,4424,3951,3470,2334
"Ccdc191",154,194,258,257,174,144,145,271,144,282,231,134,84
"Hira",1793,2632,3580,4069,1875,1886,1722,1409,1086,1511,1544,1712,969
"Qtrt2",418,640,1039,1254,547,490,533,481,383,625,563,469,269
"Drd3",0,1,0,0,1,0,0,0,0,0,0,1,0
"Mrpl40",1189,1465,1892,2078,701,562,582,622,444,844,605,644,429
"Gbe1",94,86,275,373,186,275,236,281,224,263,301,318,134
"Zbtb20",34,72,45,53,85,479,430,799,489,651,846,641,245
"Usp7",8767,12558,9122,12685,4457,3753,3717,3187,2533,3519,3679,3107,1832
"Pmm2",458,649,415,475,365,596,426,587,410,572,506,535,332
"Tmem114",0,0,17,8,460,0,0,5,4,4,60,5,12
"Dgcr8",1054,1715,2264,2688,987,1663,1698,1438,1178,1882,1763,1655,1072
"Trmt2a",751,982,1804,1493,810,966,734,814,605,1071,856,961,657
"Arl6",215,234,384,395,217,498,367,543,297,628,426,525,260
"Crybg3",152,357,337,505,409,1211,879,1568,789,1845,1740,1989,977
"Riox2",761,817,1685,1901,430,293,313,348,326,444,408,434,272
"Gsc2",33,56,28,31,6,0,0,0,0,0,0,0,0
"Cpox",431,796,1297,1429,742,236,211,264,178,317,286,404,189
"Cldnd1",456,613,700,758,573,1219,983,1205,816,1455,1270,1454,992
"St3gal6",28,46,41,40,299,205,233,149,128,159,177,172,101
"Cmss1",297,341,549,708,373,308,313,303,183,367,336,257,224
"Tbc1d23",330,605,527,582,362,805,656,1030,670,1197,1124,1008,594
"Klhl22",1638,3385,1838,1823,832,1647,1463,1712,1338,2330,1920,2151,1525
"Nit2",900,1224,2069,2215,772,811,631,967,665,1173,953,1041,740
"Tomm70a",3978,5175,8908,10651,5373,3707,3216,3317,2499,4306,3827,3411,1823
"Tmem30c",0,0,3,1,0,0,3,0,0,0,1,0,0
"Tmem45a",82,53,287,396,107,79,74,179,155,348,248,362,193
"Adgrg7",2,0,1,0,221,0,1,1,0,1,0,4,0
"Slc7a4",22,21,67,57,16,40,28,34,21,55,56,112,42
"Tfg",1181,1726,2184,2195,1814,2491,1986,2195,1407,2413,1839,2224,1271
"P2rx6",3,0,8,2,0,5,0,5,4,6,8,12,14
"Lrrc74b",0,5,5,4,5,8,2,2,4,5,3,1,1
"Thap7",255,343,274,289,246,548,415,554,346,597,539,561,535
"Lztr1",304,565,545,614,786,1934,1380,1872,1215,2642,2073,2562,1704
"Ncam2",0,0,0,2,2,668,301,294,191,223,215,201,85
"Aifm3",19,13,210,160,14,2,2,5,2,8,7,8,6
"Snap29",403,617,345,512,295,663,572,857,639,1185,909,960,563
"Serpind1",0,0,0,0,0,1,0,5,0,6,6,3,12
"Ccdc116",3,9,74,72,10,1,0,9,1,2,4,7,6
"Sdf2l1",621,773,623,615,180,331,252,205,173,228,205,208,145
"Dlg1",1439,2083,2601,2788,4260,1812,1993,2310,1733,2667,2768,2261,1327
"Ppil2",1576,1936,2110,2080,1386,1975,1741,2033,1567,2552,2093,1965,1348
"Senp5",326,643,781,1011,1399,1704,1595,1767,1220,1918,1949,1515,910
"Ypel1",66,110,193,246,40,919,731,766,531,658,564,422,303
"Ncbp2",1260,1426,1453,2243,1666,1815,2494,2630,2269,2554,2870,1861,1266
"Top3b",1484,2556,2782,2961,770,1195,1017,1334,923,1419,1115,1225,796
"Meltf",12,20,4,6,2,1,2,1,5,0,2,1,2
"Pak2",2143,3188,2614,3659,2213,3726,3042,3116,2174,3616,3286,3033,1807
"Spag6l",16,18,13,36,0,4,3,2,6,4,6,3,3
"Wdr53",266,193,337,434,240,187,230,274,204,274,231,188,142
"Fgd4",146,304,318,344,112,347,271,332,189,430,371,379,200
"Dnm1l",1961,2991,3675,4162,2967,1876,1549,2156,1438,2926,2350,2448,1439
"Igsf11",12,14,55,62,10,48,269,90,260,117,174,114,92
"Tnk2",2101,2974,2015,1614,1573,1590,1250,1392,972,1846,1877,2353,1468
"Yars2",540,836,1271,1501,523,406,316,260,222,379,294,352,210
"B4galt4",77,100,151,156,48,239,248,436,295,606,575,408,307
"Tfrc",6511,10740,5728,7115,5198,1026,1006,409,448,665,630,692,438
"Tex55",2,0,0,0,0,0,0,0,0,0,0,0,0
"Arhgap31",11,3,9,28,274,469,920,2210,1806,2853,3127,2282,1764
"Fyttd1",1240,1643,1837,2435,1226,2491,2177,2519,1830,3262,2963,2513,1592
"Lrch3",166,415,411,397,491,964,939,1103,827,1299,1324,1295,869
"Lmln",45,54,292,255,131,135,126,162,102,165,162,198,94
"Popdc2",9,4,3,9,3,16,124,19,54,31,34,28,35
"Cfap91",99,144,82,80,17,3,3,2,0,1,0,3,1
"Osbpl11",641,998,870,854,770,1120,1097,981,782,1309,1173,1235,758
"Snx4",1772,2094,1494,1901,1400,2026,1917,2426,1588,2808,2506,2273,1383
"Nr1i2",28,28,7,12,4,0,0,0,0,0,0,16,3
"Zfp148",813,1586,774,899,1000,3170,2819,2947,2194,3810,3722,3012,1804
"Gsk3b",1539,2780,1803,1955,2364,6670,5267,5627,3954,5941,6121,5127,3221
"Umps",2997,3755,4611,5434,1681,1801,1687,1338,1111,1739,1659,1464,1047
"Fstl1",741,1023,1001,1419,2367,6311,6337,8713,6953,13770,14204,13665,9043
"Itgb5",1558,2474,1448,2120,858,1474,1589,1655,1668,3153,3497,3951,2835
"Cyp2ab1",5,6,3,2,0,1,0,0,0,0,0,0,0
"Ndufb4",356,410,232,327,136,243,116,127,94,355,170,213,200
"Hgd",0,1,0,0,0,1,0,3,0,0,0,0,0
"Abcc5",1674,3026,1697,2446,819,1107,836,827,537,998,824,1064,591
"Muc13",7,4,0,0,2,0,1,5,2,6,4,29,2
"Rabl3",95,69,188,197,209,474,454,455,421,442,407,296,236
"Gtf2e1",426,423,1246,1193,858,968,834,1090,742,1324,1024,960,536
"Stxbp5l",1,1,5,2,0,21,8,29,11,49,23,25,18
"Hcls1",0,0,0,0,0,5,13,4,15,11,12,8,18
"Ropn1",0,2,1,0,0,0,0,0,0,0,0,0,0
"Ccdc14",432,616,680,678,498,395,309,367,262,465,372,315,223
"Mylk",6,16,3,11,100,218,147,1044,451,2639,1687,4508,1805
"Iqcb1",672,760,954,978,524,936,1016,791,795,939,790,540,391
"Eaf2",38,39,30,40,11,3,13,7,2,18,8,11,0
"Adcy5",124,162,44,49,22,174,72,232,103,344,262,563,298
"Ap2m1",4642,6505,5745,6655,1965,5099,4262,5035,3869,5546,5008,5811,3896
"Ece2",40,96,28,93,0,1,0,3,0,2,2,2,4
"Clcn2",148,338,268,296,121,115,93,122,80,151,149,139,126
"Pdia5",988,1030,610,668,87,311,223,316,188,417,399,401,280
"Thpo",9,11,25,33,10,8,11,3,1,2,2,7,0
"Slc49a4",705,1041,396,568,424,869,630,864,545,991,1024,924,632
"Hspbap1",2288,2469,2482,3057,681,282,312,255,176,269,219,288,196
"Ehhadh",398,419,140,137,36,95,83,81,54,97,96,83,63
"Senp2",1298,2113,2671,3420,1827,1296,1249,1242,905,1429,1355,1146,679
"Tmem41a",288,345,557,600,79,164,167,158,122,228,209,235,138
"Tra2b",5787,6948,7185,9936,3234,5110,4969,4815,4264,6258,5958,4842,3527
"Chodl",0,1,0,0,1,111,15,303,42,331,117,226,63
"Dgkg",3,3,49,96,78,0,0,1,1,0,2,4,1
"Btg3",473,456,668,946,946,218,196,217,174,292,317,278,164
"D16Ertd472e",644,861,309,403,393,559,577,480,306,543,495,393,243
"Cxadr",330,477,759,949,964,2158,1676,982,762,1404,1164,1491,752
"Usp25",218,362,795,1003,603,1210,914,953,598,1158,1065,1019,562
"Ahsg",34,28,43,39,4,1,0,0,1,0,21,17,27
"Fetub",971,1264,1068,1121,24,3,1,6,1,9,4,4,5
"Kng1",9,8,25,12,0,1,0,0,0,0,5,4,1
"Samsn1",0,1,0,0,0,16,43,6,27,6,10,4,10
"Hrg",3,1,0,3,0,0,1,0,0,0,0,0,0
"Adipoq",0,0,0,0,0,0,1,0,0,1,2,0,0
"Rfc4",729,953,1438,1647,741,1119,933,846,676,1206,817,783,515
"Robo1",435,637,348,345,1869,2567,2957,3863,3563,4934,4872,3662,2291
"Eif4a2",2313,2662,3495,2976,4424,2192,2253,4154,2895,5073,4402,3563,2565
"St6gal1",346,575,640,825,1723,2571,2776,1600,1630,1588,2239,1360,1169
"Prl2a1",0,0,0,0,0,0,0,2,5,19,14,93,63
"Masp1",10,8,11,4,1,3106,3197,1333,1069,2082,1752,1477,1237
"Mrpl39",1626,1358,1663,1835,1072,1208,1104,1336,927,1369,1165,936,631
"App",252,314,1205,1209,3560,8145,3791,6743,3727,10307,7175,9644,4839
"Adamts1",18,15,110,104,531,12734,8088,9208,5253,10101,8257,7733,5081
"Adamts5",1,0,10,8,3,339,220,527,265,582,556,629,379
"Ets2",692,1833,588,852,2442,1067,1247,822,926,1285,1463,1439,975
"Dyrk1a",1450,2251,1551,1838,1758,3847,2973,2699,2167,2816,2949,2435,1499
"Vps26c",500,855,683,764,1011,937,889,1091,738,1447,1139,1268,776
"Slc15a2",19,16,35,23,250,47,44,43,24,47,37,58,35
"Ildr1",1490,2729,169,190,11,2,3,2,2,8,1,13,8
"Cd86",1,0,0,1,0,0,0,0,0,0,0,0,0
"Kpna1",2335,3810,2457,2902,1700,2468,1821,1793,1206,2280,1703,1817,1053
"Parp9",423,452,662,1148,346,76,62,69,41,106,79,127,82
"Arl13b",241,311,322,353,367,369,361,482,369,671,535,449,274
"Pros1",460,1068,78,116,359,495,461,488,343,813,692,876,437
"Psmg1",2169,1654,2340,2443,867,692,577,636,438,730,556,638,360
"Brwd1",1630,3498,1785,2245,1737,2556,2163,2218,1699,2411,2607,2179,1275
"Grik1",0,0,0,0,43,14,11,31,13,48,36,69,34
"Fam3b",16,17,11,30,1,0,0,0,0,0,0,0,0
"Pigp",1064,853,351,611,271,483,426,703,451,756,579,563,396
"Ripply3",8,12,0,1,10,24,49,10,16,13,24,5,16
"Chaf1b",2559,3045,3884,3837,1176,1750,1515,1069,1021,1491,1312,1221,880
"Dop1b",438,941,634,791,162,303,294,446,320,552,549,708,398
"Cbr3",2014,3186,2349,3776,110,5,3,2,4,10,32,31,18
"Setd4",112,109,230,194,85,50,55,65,80,84,87,68,59
"Clic6",14,14,50,39,1015,17,29,35,9,111,67,318,86
"Rcan1",1007,1540,418,546,361,685,566,707,575,959,837,882,592
"Runx1",4,6,51,31,1295,23,33,144,136,181,403,285,216
"Itsn1",929,1289,1856,1523,1619,2571,2679,2431,2080,2830,2940,2409,1785
"Donson",437,554,912,1057,527,292,219,187,185,375,237,311,148
"Son",3460,6335,6885,8786,5840,9383,9424,8948,6855,9291,9631,7947,5075
"Gart",6228,8699,17822,19819,4437,2534,1967,2024,1629,2704,2251,2358,1463
"Tmem50b",452,569,239,246,255,333,237,269,192,396,380,417,297
"Ifngr2",95,77,72,77,135,442,503,664,651,1022,986,882,653
"Ifnar1",395,690,789,979,915,1814,1749,2153,1671,2498,2662,2244,1472
"Il10rb",19,18,3,5,65,86,102,124,79,200,226,233,178
"Ifnar2",152,176,138,132,147,466,458,613,436,940,803,801,548
"Cfap298",753,792,1240,1399,567,281,257,360,237,381,401,361,196
"Synj1",297,595,361,418,214,494,365,588,328,623,522,586,324
"Paxbp1",305,451,637,585,472,416,308,381,301,441,425,304,226
"Mis18a",279,369,446,476,200,318,337,238,211,322,291,300,188
"Sod1",14462,10576,10224,13595,4764,4209,4275,3646,2965,4077,4077,3512,2641
"Scaf4",891,1298,2478,2086,1527,1601,1615,1347,1030,1303,1308,1332,846
"Krt75",0,0,4,5,0,0,3,0,0,0,1,2,1
"Zfp641",0,6,2,3,7,46,24,109,44,153,129,110,72
"Lalba",1,14,0,1,1,2,3,0,0,0,4,1,0
"Kansl2",2052,2835,2851,2949,1685,2658,2590,1636,1397,1916,1845,1718,1251
"Adcy6",73,74,118,116,309,1705,1755,2134,1487,2211,2047,2173,1427
"Enah",5633,7024,4287,4621,3089,4952,4730,3953,3119,4567,4199,3701,2379
"Wnt10b",0,1,0,0,0,0,0,0,0,0,0,0,0
"Wnt1",0,0,0,0,0,1,0,0,0,0,0,22,5
"Lmbr1l",321,400,345,324,284,408,349,299,194,258,240,268,216
"Dhh",4,15,6,4,6,1,10,3,1,2,2,1,2
"Tuba1b",62041,75558,77478,91011,31681,46332,40657,25685,24400,37413,35945,37524,29095
"Prpf40b",230,311,658,504,358,785,643,715,542,906,743,721,493
"Fmnl3",407,636,657,588,484,1163,1264,1252,1167,1877,1928,1896,1517
"Nckap5l",208,255,366,299,1114,1724,1220,1282,885,1461,1300,1382,921
"Tmbim6",5384,5740,6438,7450,5966,6400,4829,6052,4157,7064,7065,7699,5059
"Faim2",1,1,34,26,1,0,5,3,8,15,42,12,16
"Aqp2",0,4,0,0,0,0,0,0,0,0,0,0,1
"Racgap1",2198,3428,3388,3974,1381,4061,3953,4037,3930,4870,4680,3953,2749
"Asic1",175,191,299,230,7,90,136,723,751,1084,1174,869,807
"Smarcd1",2372,3767,6588,7040,2637,5199,3766,3465,2543,3494,2547,2701,1512
"Gpd1",10,27,30,22,8,16,7,4,2,5,11,8,3
"Cox14",509,652,616,643,168,442,350,445,352,667,494,560,430
"Cers5",809,853,1499,1810,842,1172,852,1128,798,1415,1334,1237,828
"Lima1",5606,8242,1033,1234,338,1155,1885,2136,1889,2998,2761,2643,1633
"Larp4",2744,4115,4362,5834,4001,2163,2265,1854,1333,2044,2182,1928,977
"Dip2b",303,599,1463,1417,732,1559,1440,1368,1051,1326,1465,1068,704
"Atf1",1066,1334,2001,2772,907,675,616,542,509,765,798,677,447
"Slc11a2",565,958,1120,1336,808,729,540,542,429,643,625,600,422
"Cela1",10,0,8,4,3,21,5,16,14,15,11,18,11
"Slc4a8",524,647,413,481,54,436,314,409,283,542,484,449,299
"Scn8a",91,203,161,139,52,87,102,94,80,115,96,72,55
"Nr4a1",444,570,412,415,477,54,43,38,33,51,64,99,31
"Pcdhgc4",841,1128,1049,1202,654,1695,1286,1400,1096,2422,1625,2297,1982
"Krt7",12,17,85,95,62,8,18,9,16,25,36,147,41
"Krt18",41,29,1000,1264,523,87,478,51,195,132,264,403,223
"Csad",292,377,150,200,188,487,459,439,389,566,585,538,390
"Soat2",25,34,44,46,2,7,6,4,3,11,8,9,4
"Igfbp6",0,1,3,2,15,5,7,4,9,8,57,17,98
"Amhr2",58,85,67,72,273,117,122,46,137,59,283,45,141
"Prr13",649,879,351,275,337,424,240,303,222,511,420,586,366
"Map3k12",167,292,396,308,300,1031,766,920,510,1156,928,988,650
"Tarbp2",1495,1594,2220,2282,790,1007,836,590,487,801,799,787,602
"Npff",0,0,3,0,3,5,4,4,0,1,0,0,4
"Calcoco1",645,733,1222,1263,736,2284,1675,2794,1875,3335,2993,2589,1747
"Fabp2",0,0,0,0,0,0,1,0,0,1,0,7,0
"Sncg",70,53,66,79,2,48,31,134,46,227,108,327,144
"Rttn",330,718,590,788,289,332,348,317,241,372,333,298,215
"Cdkn1a",4041,5631,2406,3610,8353,630,593,238,167,427,491,839,410
"Nus1",1363,1725,1808,2480,1682,1498,1382,1518,1249,2115,1987,1643,1114
"Rgn",0,2,0,1,0,0,0,0,0,2,5,5,6
"Cep89",454,473,642,593,496,595,520,685,549,789,676,589,425
"Slc10a2",0,0,2,5,0,0,0,0,0,0,0,1,0
"Mospd1",112,163,159,226,814,370,337,337,326,501,345,320,240
"Akirin1",899,1179,1284,1520,878,1225,942,980,756,1029,1124,989,652
"Cxcl13",0,0,0,0,0,8,9,35,66,232,164,216,136
"Gtf2ird1",837,1612,1556,1839,1748,2006,1969,1710,1571,2019,2061,1884,1287
"Lrrc71",1,0,0,1,0,0,1,2,5,0,0,2,1
"Noct",581,995,1516,1641,533,305,256,240,190,309,240,255,177
"Abcc1",782,1597,2289,2681,1620,675,577,391,327,457,436,419,307
"Ndufa5",861,652,893,1155,339,700,769,1038,728,1113,1063,827,710
"Fhl1",261,661,292,561,976,1252,620,387,184,611,263,540,264
"Msrb2",404,344,227,238,173,209,166,250,144,256,203,235,146
"Rfc2",1445,1855,2382,2537,1223,1912,1721,1462,1127,1984,1653,1675,1221
"Denr",1826,1730,2650,3406,1977,1642,2003,1860,1621,1893,2093,1401,1053
"Prmt5",4762,5722,6267,7160,2904,2870,2378,2398,1679,2360,2211,2124,1321
"Sympk",2918,4228,6698,5285,4193,4888,3798,3289,2424,3810,3248,3487,2413
"Ldc1",0,0,4,0,0,0,0,0,0,0,0,0,0
"Sult1c2",0,0,0,0,0,0,0,0,0,0,0,3,0
"Reg2",0,2,6,26,0,0,0,0,0,0,0,1,0
"Nagpa",309,582,386,419,203,294,190,268,133,345,298,383,252
"Get1",576,822,1372,1478,384,1386,728,671,485,1060,793,1013,671
"Ivns1abp",750,1235,2683,2826,4320,5169,4542,3182,2611,3806,2993,2848,1670
"Tmem52",0,2,1,7,0,0,0,1,0,0,0,0,0
"Rpp14",664,874,882,1190,388,473,566,577,462,643,537,540,366
"Psg29",0,0,0,0,0,0,3,0,3,9,11,38,23
"Slc38a1",1430,2774,5462,7196,3976,4530,3893,2633,1980,2489,2691,2198,1407
"Gps2",579,455,656,380,517,1308,860,1110,664,1167,886,990,630
"Bsg",7553,7805,11433,11917,7873,7640,6383,6651,5209,8802,7838,8262,6028
"Cpn2",4,8,0,0,0,0,0,0,0,0,3,2,1
"Vwa5a",334,394,713,1237,454,689,482,958,629,1331,1320,1588,840
"P3h3",62,105,104,108,72,327,292,702,694,1304,1496,1719,1254
"Grm2",12,22,13,7,2,9,1,0,0,1,1,2,5
"Il15ra",0,0,55,74,38,0,1,2,1,0,0,3,1
"Epb42",2,0,0,0,0,82,35,3,11,4,7,1,4
"Serping1",84,225,34,57,34,517,414,498,469,854,775,1318,854
"Serinc2",35,58,233,207,42,18,60,23,57,43,224,79,208
"Ccl25",39,43,58,63,140,154,98,107,60,149,87,92,49
"Scg5",0,0,0,8,3,63,16,44,13,82,39,86,29
"Kcnk5",777,1101,431,511,85,111,235,63,102,125,186,148,112
"Guca2a",0,0,0,0,0,0,0,1,0,0,0,5,0
"Parp3",11,3,23,19,86,122,82,130,86,245,141,268,166
"Slc26a6",80,106,71,64,69,119,100,96,69,126,134,137,103
"Acy1",874,1001,922,916,516,401,279,315,236,496,458,457,345
"Frs3",118,224,114,109,118,99,74,74,47,92,60,81,58
"Gabrr2",0,0,2,0,6,0,0,0,0,0,0,0,0
"Creld2",1206,1237,1429,1636,299,581,491,476,475,740,711,709,516
"Cd4",30,37,9,8,0,0,0,2,0,0,0,2,1
"Twf2",1087,1339,1589,2100,319,595,686,599,475,658,767,682,523
"Bmp15",2,1,0,0,0,0,1,2,0,1,1,1,2
"Zfp605",61,118,136,161,177,80,136,220,190,229,197,131,91
"Ube2j2",1569,1728,2545,3082,1451,1755,1539,1338,1036,1542,1478,1431,974
"Marchf5",1272,1688,3447,3678,1792,2448,1971,1839,1270,2008,1548,1679,1120
"Ache",1,0,0,0,0,4,4,26,1,96,43,204,58
"Dtwd1",121,146,397,472,290,185,218,253,171,260,213,196,134
"Gcm1",3,9,17,27,0,1,1,1,0,1,0,0,0
"Wfdc1",0,0,3,4,3,5,3,1,0,2,2,4,1
"Poc1a",764,902,745,645,298,478,387,364,349,500,416,502,360
"Trip6",279,474,1267,1228,717,931,856,851,791,1367,1444,1442,1115
"Agap3",787,1302,1551,1434,2615,2066,1678,1228,1066,1597,1575,1847,1359
"Tmem176a",12,1,2,4,54,997,709,1756,1144,2707,2286,2572,1870
"Kcnk16",1,0,0,1,0,9,3,2,5,9,5,12,1
"Dlx2",2,12,9,5,21,2,0,0,0,2,1,0,5
"Slc17a9",389,574,138,144,4,3,1,3,1,6,4,1,6
"Stk31",450,386,179,399,16,13,7,22,8,29,21,30,5
"Nfatc4",207,260,187,185,1183,2061,1993,1936,1425,2072,2190,1976,1512
"Cela3b",0,0,1,0,0,0,0,0,1,1,4,0,4
"Gnb3",0,0,0,0,0,14,8,2,5,4,4,1,1
"Esx1",215,224,357,400,28,12,5,4,0,6,0,9,5
"Pisd",1240,1665,2288,2357,1120,690,600,741,522,854,714,903,572
"Tpi1",6561,6576,14032,14466,9126,3604,5970,3457,4602,4828,5575,5300,4376
"Rab12",534,786,378,504,1041,1296,1036,1493,894,1857,1754,1674,1060
"Tulp2",64,85,52,56,23,17,58,47,110,66,166,43,108
"Celsr3",44,150,416,346,116,147,30,126,25,216,126,238,89
"Prph",33,34,544,416,234,1,5,55,23,308,323,1048,522
"Pcbp4",809,1387,5637,5071,2440,5227,3482,2205,1622,2479,1795,2195,1554
"Cdca3",1998,2431,1689,1700,776,1686,1554,1193,1038,1424,1321,1412,882
"C1qtnf12",16,23,141,131,104,729,427,452,282,354,268,215,170
"Ccndbp1",496,577,637,679,361,779,534,604,397,659,535,468,276
"Ogfod2",103,109,169,147,74,126,123,99,80,161,122,150,136
"Mrps23",1205,885,1615,1686,784,1190,900,1240,782,1303,1144,1107,620
"Rhebl1",299,306,508,520,213,58,71,62,31,38,38,42,25
"Sfi1",92,126,75,79,275,474,334,579,417,568,483,443,303
"Hes7",0,0,6,2,17,9,7,16,7,4,16,14,16
"Pigx",383,372,578,629,454,1067,769,859,584,984,743,768,538
"Tiam2",350,509,35,43,345,91,80,128,110,189,292,214,152
"Synj2",15,33,162,164,15,88,93,84,119,219,308,399,242
"Rsph3b",131,170,301,340,399,751,583,877,808,982,749,799,585
"Rps6ka2",866,2116,4550,4859,1706,2754,3334,4114,2956,4718,3535,3600,2680
"Prkn",0,9,104,96,12,25,11,41,16,45,36,39,18
"Agpat4",185,189,477,674,534,812,726,824,505,849,714,658,434
"Slc22a3",1,0,9,8,5,107,54,211,97,207,181,109,54
"Slc22a1",0,0,0,0,1,18,3,7,3,7,10,7,4
"Igf2r",2188,5227,3125,3932,3724,1050,4004,1240,2383,988,1862,1076,1226
"Acat2",3027,3739,3443,4563,2594,4458,3780,3534,2439,4418,3480,3525,2273
"Lnpep",728,1715,907,1224,1333,1459,1360,1749,1229,1752,2196,1481,856
"Chd1",2009,3203,4984,5640,3296,2817,3262,2265,1763,2052,2294,1826,980
"Mpc1",275,364,109,168,123,233,184,423,281,479,382,439,262
"Pde10a",20,46,55,54,73,162,76,192,66,218,185,217,96
"1700010I14Rik",16,13,25,32,29,40,33,27,27,29,27,12,16
"Zfp54",10,23,60,93,61,41,43,93,58,116,76,88,34
"Phf10",1052,1271,4428,3429,2773,2416,2311,2292,1801,2700,2526,2219,1412
"Thbs2",13,41,71,119,1,31,30,32,43,102,159,306,213
"Smoc2",5,0,9,15,1,117,436,338,651,1074,2126,1984,1829
"Zfp51",150,211,197,327,225,238,180,371,184,396,281,264,166
"Zscan10",2010,2343,3485,3670,599,4,5,10,4,24,4,29,7
"Mmp25",95,121,5999,6763,8,9,15,5,4,22,16,32,21
"Hcfc1r1",490,425,415,331,437,514,519,540,396,725,664,641,493
"Tnfrsf12a",135,227,374,334,125,21,11,17,5,41,26,107,29
"Cldn6",132,129,2987,3439,133,13,23,10,26,20,50,65,72
"Pkmyt1",740,1149,984,664,249,519,399,284,192,389,328,470,291
"Paqr4",78,97,133,167,14,110,93,81,87,187,215,331,233
"Flywch2",19,28,166,152,69,151,187,167,161,221,250,224,193
"Slc25a27",6,7,31,17,24,87,76,110,76,107,72,69,50
"Pla2g7",39,68,5,12,47,86,64,73,54,125,191,161,98
"Mep1a",0,0,0,0,0,0,0,3,0,2,0,7,0
"Tnfrsf21",688,1108,694,893,294,181,105,154,87,237,347,364,177
"Adgrf4",1,0,4,7,2,2,6,2,3,0,4,4,0
"Cenpq",240,278,326,351,228,390,406,330,317,446,390,335,187
"Mmut",542,676,899,1052,630,825,785,1115,803,1248,1028,931,594
"Tbc1d5",190,320,964,894,619,970,819,1005,713,1111,938,877,575
"Rhag",0,0,0,0,0,0,1,0,1,0,0,0,1
"Satb1",42,58,915,785,336,2123,1529,1605,957,1473,1150,965,554
"Crisp2",0,0,3,0,0,0,0,0,0,0,0,0,0
"Efhb",107,98,16,18,37,20,21,40,35,35,19,30,13
"Cdc5l",6274,8117,2995,4077,2788,2537,3032,2598,2246,2870,2948,2270,1473
"Spats1",83,134,25,28,2,1,0,2,3,6,2,5,2
"Aars2",776,1243,787,830,665,687,598,565,490,536,636,650,487
"Mrpl14",609,659,478,558,297,881,530,681,424,936,632,787,610
"Sgo1",794,1063,1057,1163,570,690,723,686,568,789,727,623,362
"Slc29a1",2548,3809,1442,1378,3018,273,343,158,193,372,430,495,424
"Hsp90ab1",124274,144160,154822,170898,128846,75127,72621,62395,50838,72167,64534,59483,40145
"Slc5a7",0,0,0,0,10,75,10,365,65,646,236,643,179
"Nfkbie",56,115,41,45,98,52,80,96,59,101,112,86,91
"Tcte1",2,9,0,1,0,2,0,0,0,0,2,0,0
"Vegfa",397,914,1024,835,1349,307,510,437,398,468,507,424,292
"Gtpbp2",107,124,296,184,349,751,733,786,545,923,751,897,643
"Polh",214,363,319,356,209,262,358,258,284,424,489,451,313
"Clic5",0,0,48,177,6,4,2,8,3,48,22,73,33
"Enpp5",29,47,95,107,90,291,170,556,283,910,688,1010,494
"Enpp4",142,262,101,123,28,99,95,121,138,208,162,202,90
"Cyp39a1",40,37,69,57,115,230,268,223,220,187,184,125,80
"Calcr",0,0,15,45,0,2,7,10,13,14,17,26,8
"Fbxl17",209,335,300,387,956,1102,737,798,586,1026,907,1005,601
"Rsph9",37,35,8,6,8,111,70,138,120,172,133,85,73
"Mrps18a",797,819,1266,1307,569,777,701,948,685,1108,871,892,636
"Crip3",1,0,1,0,0,3,2,2,3,3,4,8,3
"Rrp36",659,768,1196,1292,465,466,408,570,343,629,523,521,328
"Ptk7",1664,3398,7493,9071,17714,7172,7509,5090,5450,5670,8764,5898,5257
"Cnpy3",1049,1467,1164,1111,833,791,620,771,597,1125,935,1220,763
"Ubr2",842,1977,2844,2626,2554,1839,1792,2000,1403,2242,2098,1991,1363
"Prph2",0,0,2,3,4,3,0,0,0,0,0,0,4
"Guca1b",9,14,22,25,2,2,11,0,3,2,2,1,1
"Taf8",611,770,933,803,380,574,584,520,440,694,624,575,376
"Guca1a",14,18,10,12,7,7,3,2,5,3,2,5,2
"Pgc",114,231,11,20,0,0,0,0,0,1,0,22,5
"Bysl",2448,2860,3988,4086,1408,1273,1068,971,792,1046,1031,1094,662
"Tfeb",1002,1727,148,177,488,102,70,81,53,125,108,138,117
"Foxp4",1375,1674,1679,1520,635,12124,8957,5633,5567,6192,5520,5984,4278
"Trem2",0,3,0,0,0,0,0,0,0,3,3,0,20
"Treml1",0,0,0,0,0,1,0,4,4,2,7,0,1
"Nfya",1142,1800,1636,1646,1098,2962,3016,2642,2020,2847,2517,2378,1636
"Tspo2",49,50,10,15,1,0,1,1,0,0,0,0,1
"Kif6",2,5,18,10,113,13,30,18,27,25,22,21,10
